,y,Coal,Oil,Gas,Hydro,Solar PV,Wind,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
39,2054.0,1.29,0.0,0.0,3784.81,2.2,0.0,2.01,0.0,0.0,28.15,0.0
40,2055.0,1.44,0.0,0.0,3811.02,2.3,0.0,2.01,0.0,0.0,28.65,0.0
41,2056.0,1.42,0.0,0.0,3751.68,2.39,0.0,2.14,0.0,0.0,29.15,0.0
42,2057.0,1.41,0.0,0.0,3697.01,2.49,0.0,2.26,0.0,0.0,29.66,0.0
43,2058.0,1.41,0.0,0.0,3651.76,2.58,0.0,2.37,0.0,0.0,30.17,0.0
44,2059.0,1.4,0.0,0.0,3596.87,2.68,0.0,2.46,0.0,0.0,30.7,0.0
45,2060.0,1.45,0.0,0.0,3565.74,2.75,0.01,2.48,0.0,0.0,31.23,0.0
46,2061.0,1.52,0.0,0.0,3650.89,2.78,0.01,2.53,0.0,0.0,31.67,0.0
47,2062.0,1.57,0.0,0.0,3665.37,2.83,0.01,2.53,0.0,0.0,32.1,0.0
48,2063.0,1.58,0.0,0.0,3618.31,2.92,0.01,2.53,0.0,0.0,32.55,0.0
49,2064.0,1.6,0.0,0.0,3585.29,2.99,0.02,2.53,0.0,0.0,32.99,0.0
50,2065.0,1.69,0.0,0.0,3580.91,3.04,0.02,2.53,0.0,0.0,33.45,0.0
51,2066.0,1.85,0.0,0.0,3862.84,3.07,0.02,2.53,0.0,0.0,33.9,0.0
52,2067.0,2.01,0.0,0.0,4132.35,3.08,0.01,2.53,0.0,0.0,34.36,0.0
53,2068.0,2.11,0.0,0.0,4508.56,3.13,0.02,2.53,0.0,0.0,34.83,0.0
54,2069.0,2.13,0.0,0.0,4396.05,3.25,0.02,2.53,0.0,0.0,35.3,0.0
55,2070.0,2.04,0.0,0.0,4486.18,3.28,0.02,2.49,0.0,0.0,35.78,0.0
