,y,Amarti-Neshe FPV,Birbir FPV,Baro FPV,Chemoga Yeda FPV,Finchaa FPV,Geba FPV,Genji FPV,Karadobi FPV,Lower Dabus FPV,Lower Dedessa FPV,Lake Tana - Beles FPV,Renaissance FPV,Tekeze 1 FPV,Tekeze 2 FPV,Upper Dabus FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage
15,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0258,0.0
16,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,0.0258,0.0
17,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,3.3298,0.0
18,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,7.8375,0.0
19,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,14.2144,0.0
20,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,23.8902,0.0
21,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,32.4862,0.0
22,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,40.3606,0.0
23,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,49.7867,0.0
24,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.469,0.0
25,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1512,0.3215
26,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2837,0.3215
27,2042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.3817,0.3215
28,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.9267,0.3215
29,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0563,0.3215
30,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.4208,0.3215
31,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.7853,0.3215
32,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.1498,4.3615
33,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.5143,9.1657
34,2049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.8788,13.9699
35,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.2433,18.7741
36,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6078,18.8627
37,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.6683,23.6669
38,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.5251,28.4712
39,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.5127,33.2754
40,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.1949,38.0796
41,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.9506,42.8838
42,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.4342,47.688
43,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.3726,52.4923
44,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0548,57.2965
45,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.7371,61.7792
46,2061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4393,0.0,0.0,0.0,4.903,0.0,0.0,0.0,0.0,371.9691,66.5834
47,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4393,0.0,0.0,0.0,7.763,0.0,0.6101,0.0,0.0,377.2356,71.3876
48,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4393,0.0,0.0,0.0,11.1639,0.0,0.7982,0.0,0.0,383.0551,76.1918
49,2064.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,3.4393,0.0,0.0,0.9847,12.6082,0.0,0.7982,0.0,0.0,387.29,80.9961
50,2065.0,0.1758,0.8646,0.0,0.0,0.1938,0.0,0.3873,3.4393,0.0,1.0726,0.9847,12.6082,0.2959,0.6764,0.0,9.6905,387.29,85.8003
51,2066.0,0.1191,0.4006,0.0,0.0,0.1187,0.0,0.1777,2.1563,0.0,0.4889,0.4461,12.4916,0.3702,0.3791,0.0,21.4034,387.29,90.6045
52,2067.0,0.0895,0.4006,0.0,0.3174,0.1187,0.0,0.1777,1.9562,0.0,0.587,0.5921,7.8314,0.3681,0.4761,0.0,27.2286,387.29,91.3687
53,2068.0,0.109,0.4006,0.0,0.272,0.1018,0.0,0.1777,2.1563,0.2041,0.4889,0.4461,9.0012,0.3702,0.4702,0.3612,39.4133,387.29,91.1097
54,2069.0,0.0895,0.5613,0.5128,0.3174,0.1187,0.2994,0.1777,2.1563,0.2041,0.4889,0.4461,8.2195,0.4501,0.3791,0.3612,64.9932,387.29,91.3687
55,2070.0,0.0895,0.4006,0.7244,0.272,0.1475,0.3734,0.1777,3.1017,0.2041,0.4889,0.6227,8.2195,0.2959,0.3791,0.2682,87.4826,387.29,91.0702
