,y,Coal,Oil,Gas,Hydro,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal
25,2040.0,11.0,1.522,33.123999999999995,19.933,1.6,33.193,1.22,8.827,0.65,3.5469999999999997
26,2041.0,12.5,0.0,34.978,19.933,1.6,38.033,1.22,9.377,0.65,3.7969999999999997
27,2042.0,14.0,0.0,35.495,19.933,1.6,42.209999999999994,1.22,10.127,0.65,4.046
28,2043.0,14.5,0.0,37.066,19.933,1.6,47.146,1.22,10.537,0.65,4.296
29,2044.0,15.0,0.0,38.444,19.933,1.6,52.473000000000006,1.22,11.287,0.65,4.545000000000001
30,2045.0,15.5,0.0,39.777,19.933,1.6,58.88400000000001,1.22,12.037,0.65,4.675000000000001
31,2046.0,15.5,0.0,42.618,19.933,0.8,64.40899999999999,1.22,12.537,0.65,4.755000000000001
32,2047.0,16.698,0.0,47.868,19.933,0.4,70.23100000000001,1.22,12.787,0.65,4.905000000000001
33,2048.0,21.31,0.0,39.975,19.968,0.0,78.092,2.83,13.037,0.65,4.955000000000001
34,2049.0,21.81,0.0,43.599,19.968,0.0,83.495,2.83,13.287,0.65,4.934000000000001
35,2050.0,22.579,0.0,45.242,19.968,0.0,90.312,2.83,13.75,0.65,4.984000000000001
36,2051.0,23.153,0.0,46.728,19.968,0.0,95.719,2.83,14.25,0.65,5.234000000000001
37,2052.0,23.667,0.0,48.285,19.968,0.0,101.397,2.83,14.821,0.65,5.484000000000001
38,2053.0,24.167,0.0,50.144999999999996,19.968,0.0,106.51899999999999,2.839,15.413,0.65,5.710000000000001
39,2054.0,24.733,0.0,52.080999999999996,19.968,0.0,112.101,2.839,16.078,0.65,5.800000000000001
40,2055.0,23.466,0.0,55.748999999999995,19.968,0.0,118.894,2.839,16.669,0.65,5.800000000000001
41,2056.0,22.205,0.0,59.931999999999995,19.968,0.274,123.816,2.839,17.669,0.4,5.800000000000001
42,2057.0,24.176000000000002,0.0,61.119,19.968,0.278,128.46,2.839,18.669,0.4,5.800000000000001
43,2058.0,26.430999999999997,0.0,61.878,19.968,0.278,134.517,2.839,19.651,0.4,5.800000000000001
44,2059.0,28.362000000000002,0.0,62.519999999999996,19.968,0.278,141.43900000000002,3.705,20.971,0.4,5.800000000000001
45,2060.0,29.862000000000002,0.0,63.589,20.296,0.382,146.67000000000002,3.705,23.418,0.4,5.800000000000001
46,2061.0,30.362000000000002,0.0,65.625,20.91,1.015,150.772,4.191,24.189,0.3,5.800000000000001
47,2062.0,30.862000000000002,0.0,68.06,21.339,1.717,155.22100000000003,4.271,24.768,0.2,5.800000000000001
48,2063.0,31.362000000000002,0.0,70.899,21.348,2.474,159.222,4.5409999999999995,25.712,0.1,5.800000000000001
49,2064.0,31.862000000000002,0.0,73.69,21.348,3.241,163.90999999999997,5.101,26.61,0.0,5.800000000000001
50,2065.0,32.362,0.0,75.466,21.348,5.241,169.44899999999998,6.074,27.796999999999997,0.0,5.800000000000001
51,2066.0,32.862,0.0,77.135,21.348,7.241,174.89299999999997,7.135999999999999,29.686999999999998,0.0,5.800000000000001
52,2067.0,33.362,0.0,78.753,21.431,9.241,180.67600000000002,8.831,31.604,0.0,5.800000000000001
53,2068.0,33.862,0.797,81.824,21.431,9.8,187.46,8.831,33.196,0.0,5.800000000000001
54,2069.0,34.362,0.925,85.333,21.431,10.0,193.731,8.831,34.813,0.0,5.800000000000001
55,2070.0,34.887,0.971,87.483,21.431,12.2,199.96099999999998,8.831,36.455,0.0,5.800000000000001
