,y,Backstop,Biomass,Coal,Gas,Geothermal,Hydro,Nuclear,Oil,Solar CSP,Solar FPV,Solar PV,Wind,gas_trade,power_trade
26,2021.0,0.0,0.226,0.0,0.0,0.0,4.088,0.0,2.15,0.0,0.0,0.012,0.0,0.0,0.0
27,2021.0,0.0,1.14,0.0,47.979,0.0,4.765,0.0,4.364,0.8,0.0,0.64,1.553,0.0,0.0
28,2022.0,0.0,0.177,0.0,0.0,0.398,6.585,0.0,1.155,0.0,0.0,0.012,0.305,0.0,0.0
29,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
30,2022.0,0.0,0.214,0.0,0.0,0.0,4.84,0.0,2.036,0.0,0.0,0.012,0.0,0.0,0.0
31,2022.0,0.0,1.199,0.0,46.578,0.0,4.765,0.0,4.285,1.2,1.22,0.99,2.026,0.0,0.0
32,2023.0,0.0,0.167,0.0,0.054,0.598,6.585,0.0,1.148,0.0,0.0,0.011,0.297,0.0,0.0
33,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
34,2023.0,0.0,0.202,0.0,0.0,0.0,4.84,0.0,1.924,0.0,0.0,0.011,0.0,0.0,0.0
35,2023.0,0.0,1.257,0.0,45.179,0.0,5.015,0.0,4.206,1.6,1.22,1.34,2.498,0.0,0.0
36,2024.0,0.0,0.157,0.0,0.101,0.848,6.585,0.0,1.141,0.0,0.0,0.011,0.288,0.0,0.0
37,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
38,2024.0,0.0,0.19,0.0,0.0,0.1,5.2,0.0,1.811,0.0,0.0,0.011,0.0,0.0,0.0
39,2024.0,0.0,1.316,0.0,43.778,0.0,5.015,0.0,4.128,1.6,1.22,1.69,2.971,0.0,0.0
40,2025.0,0.0,0.098,0.0,0.236,1.048,6.585,0.0,0.784,0.0,0.0,0.01,0.279,0.0,0.0
41,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
42,2025.0,0.0,0.119,0.0,0.0,0.2,5.62,0.0,1.698,0.0,0.0,0.011,0.0,0.0,0.0
43,2025.0,0.0,1.066,3.0,42.379,0.0,5.015,0.0,4.049,1.6,1.22,2.04,3.23,0.0,0.0
44,2026.0,0.0,0.088,0.0,0.543,1.048,6.585,0.0,0.706,0.0,0.0,0.01,0.271,0.0,0.0
45,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
46,2026.0,0.0,0.107,0.0,0.0,0.3,5.62,0.0,1.58,0.0,0.0,0.01,0.0,0.0,0.0
47,2026.0,0.0,1.024,6.0,40.98,0.0,5.015,0.0,3.972,1.6,1.22,2.39,3.453,0.0,0.0
48,2027.0,0.0,0.078,0.0,0.87,1.048,6.585,0.0,0.395,0.0,0.0,0.009,0.262,0.0,0.0
49,2027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
50,2027.0,0.0,0.095,0.0,0.0,0.4,5.62,0.0,1.466,0.0,0.0,0.01,0.0,0.0,0.0
51,2027.0,0.0,0.983,6.0,39.578,0.0,5.015,0.0,3.893,1.6,1.22,2.542,3.675,0.0,0.0
52,2028.0,0.0,0.069,0.0,1.219,1.047,6.585,0.0,0.085,0.0,0.0,0.009,0.254,0.0,0.0
53,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
54,2028.0,0.0,0.083,0.0,0.0,0.4,5.932,0.0,1.354,0.0,0.0,0.009,0.0,0.0,0.0
55,2028.0,0.0,0.941,6.0,38.178,0.0,5.015,0.0,3.814,1.6,1.22,2.564,3.898,0.0,0.0
56,2029.0,0.0,0.059,0.0,1.589,1.047,6.585,0.0,0.078,0.0,0.0,0.009,0.245,0.0,0.0
57,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
58,2029.0,0.0,0.071,0.0,0.0,0.4,5.932,0.0,1.241,0.0,0.0,0.009,0.0,0.0,0.0
59,2029.0,0.0,0.9,6.0,36.778,0.0,5.015,0.0,3.736,1.6,1.22,2.819,4.12,0.0,0.0
60,2030.0,0.0,0.049,0.0,1.984,1.046,6.585,0.0,0.071,0.0,0.0,0.008,0.237,0.0,0.0
61,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
62,2030.0,0.0,0.06,0.0,0.0,0.4,6.785,0.0,1.128,0.0,0.0,0.009,0.0,0.0,0.0
63,2030.0,0.0,0.858,6.0,35.378,0.0,5.015,0.0,3.656,1.6,1.22,2.897,4.343,0.0,0.0
64,2031.0,0.0,0.039,0.0,2.431,1.046,6.585,0.0,0.064,0.0,0.0,0.008,0.228,0.0,0.0
65,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
66,2031.0,0.0,0.048,0.0,0.0,0.4,6.785,0.0,1.015,0.0,0.0,0.008,0.0,0.0,0.0
67,2031.0,0.0,0.816,6.0,33.978,0.0,5.015,0.0,3.578,1.6,1.22,3.497,4.815,0.0,0.0
68,2032.0,0.0,0.029,0.0,2.691,1.046,6.585,0.0,0.057,0.0,0.0,0.544,0.219,0.0,0.0
69,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
70,2032.0,0.0,0.036,0.0,0.0,0.4,6.785,0.0,0.902,0.0,0.0,0.387,0.0,0.0,0.0
71,2032.0,0.0,0.775,6.0,32.578,0.0,5.015,0.0,3.5,1.6,1.22,4.197,5.287,0.0,0.0
72,2033.0,0.0,0.02,0.0,2.691,1.045,6.585,0.0,0.05,0.0,0.0,1.802,0.211,0.0,0.0
73,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
74,2033.0,0.0,0.024,0.0,0.0,0.4,6.785,0.0,0.79,0.0,0.0,1.838,0.0,0.0,0.0
75,2033.0,0.0,0.733,6.0,31.179,0.0,5.015,0.0,3.421,1.6,1.22,4.797,5.76,0.0,0.0
76,2034.0,0.0,0.01,0.0,2.691,1.25,6.585,0.0,0.042,0.0,0.0,2.701,0.202,0.0,0.0
77,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
78,2034.0,0.0,0.012,0.0,0.0,0.4,6.785,0.0,0.677,0.0,0.0,3.604,0.0,0.0,0.0
79,2034.0,0.0,0.692,6.0,29.779,0.0,5.015,0.0,3.343,1.6,1.22,5.397,6.232,0.0,0.0
80,2035.0,0.0,0.0,0.0,2.691,1.499,6.585,0.0,0.035,0.0,0.0,3.841,0.194,0.0,0.0
81,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
82,2035.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.564,0.0,0.0,3.645,0.0,0.0,0.0
83,2035.0,0.0,0.65,6.0,29.23,0.0,5.015,0.0,3.264,1.6,1.22,5.997,6.705,0.0,0.0
84,2036.0,0.0,0.0,0.0,2.691,1.749,6.585,0.0,0.028,0.0,0.0,4.88,0.185,0.0,0.0
85,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
86,2036.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.451,0.0,0.0,5.242,0.0,0.0,0.0
87,2036.0,0.0,0.65,7.0,28.637,0.0,5.015,0.0,3.185,1.6,1.22,6.597,7.177,0.0,0.0
88,2037.0,0.0,0.0,0.0,2.691,1.998,6.585,0.0,0.021,0.0,0.0,6.379,0.177,0.0,0.0
89,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
90,2037.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.339,0.0,0.0,6.983,0.0,0.0,0.0
91,2037.0,0.0,0.65,8.0,28.188,0.0,5.015,0.0,3.107,1.6,1.22,7.197,7.65,0.0,0.0
92,2038.0,0.0,0.0,0.0,2.691,2.248,6.585,0.0,0.014,0.0,0.0,7.878,0.168,0.0,0.0
93,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
94,2038.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.225,0.0,0.0,8.939,0.0,0.0,0.0
95,2038.0,0.0,0.65,9.0,27.961,0.0,5.015,0.0,3.029,1.6,1.22,7.797,8.122,0.0,0.0
96,2039.0,0.0,0.0,0.0,2.691,2.498,6.585,0.0,0.007,0.0,0.0,9.543,0.16,0.0,0.0
97,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
98,2039.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.113,0.0,0.0,10.939,0.0,0.0,0.0
99,2039.0,0.0,0.65,10.0,29.519,0.0,5.015,0.0,2.951,1.6,1.22,8.397,8.595,0.0,0.0
100,2040.0,0.0,0.0,0.0,2.736,2.747,6.585,0.0,0.0,0.0,0.0,11.267,0.0,0.0,0.0
101,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
102,2040.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.0,0.0,0.0,12.939,0.0,0.0,0.0
103,2040.0,0.0,0.65,11.0,29.884,0.0,5.015,0.0,1.522,1.6,1.22,8.987,8.827,0.0,0.0
104,2041.0,0.0,0.0,0.0,2.736,2.997,6.585,0.0,0.0,0.0,0.0,13.401,0.0,0.0,0.0
105,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
106,2041.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.0,0.0,0.0,14.825,0.0,0.0,0.0
107,2041.0,0.0,0.65,12.5,31.676,0.0,5.015,0.0,0.0,1.6,1.22,9.807,9.377,0.0,0.0
108,2042.0,0.0,0.0,0.0,2.736,3.246,6.585,0.0,0.0,0.0,0.0,14.713,0.0,0.0,0.0
109,2042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
110,2042.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.0,0.0,0.0,16.84,0.0,0.0,0.0
111,2042.0,0.0,0.65,14.0,32.127,0.0,5.015,0.0,0.0,1.6,1.22,10.657,10.127,0.0,0.0
112,2043.0,0.0,0.0,0.0,3.072,3.496,6.585,0.0,0.0,0.0,0.0,16.52,0.0,0.0,0.0
113,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
114,2043.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.0,0.0,0.0,18.992,0.0,0.0,0.0
115,2043.0,0.0,0.65,14.5,33.362,0.0,5.015,0.0,0.0,1.6,1.22,11.457,10.537,0.0,0.0
116,2044.0,0.0,0.0,0.0,3.072,3.745,6.585,0.0,0.0,0.0,0.0,18.501,0.0,0.0,0.0
117,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
118,2044.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.0,0.0,0.0,21.288,0.0,0.0,0.0
119,2044.0,0.0,0.65,15.0,34.74,0.0,5.015,0.0,0.0,1.6,1.22,12.307,11.287,0.0,0.0
120,2045.0,0.0,0.0,0.0,3.072,3.875,6.585,0.0,0.0,0.0,0.0,21.501,0.0,0.0,0.0
121,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
122,2045.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.0,0.0,0.0,23.738,0.0,0.0,0.0
123,2045.0,0.0,0.65,15.5,36.073,0.0,5.015,0.0,0.0,1.6,1.22,13.057,12.037,0.0,0.0
124,2046.0,0.0,0.0,0.0,3.072,3.955,6.585,0.0,0.0,0.0,0.0,24.35,0.0,0.0,0.0
125,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
126,2046.0,0.0,0.0,0.0,0.0,0.4,7.981,0.0,0.0,0.0,0.0,25.59,0.0,0.0,0.0
127,2046.0,0.0,0.65,15.5,38.914,0.0,5.015,0.0,0.0,0.8,1.22,13.657,12.537,0.0,0.0
128,2047.0,0.0,0.0,0.0,3.072,4.105,6.585,0.0,0.0,0.0,0.0,27.769,0.0,0.0,0.0
129,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
130,2047.0,0.0,0.0,1.198,0.0,0.4,7.981,0.0,0.0,0.0,0.0,27.154,0.0,0.0,0.0
131,2047.0,0.0,0.65,15.5,44.164,0.0,5.015,0.0,0.0,0.4,1.22,14.257,12.787,0.0,0.0
132,2048.0,0.0,0.0,0.0,3.579,4.155,6.62,0.0,0.0,0.0,0.0,31.269,0.0,0.0,0.0
133,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
134,2048.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.61,30.654,0.0,0.0,0.0
135,2048.0,0.0,0.65,17.0,35.764,0.0,5.015,0.0,0.0,0.0,1.22,14.857,13.037,0.0,0.0
136,2049.0,0.0,0.0,0.0,3.532,4.134,6.62,0.0,0.0,0.0,0.0,34.769,0.0,0.0,0.0
137,2049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
138,2049.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.61,31.681,0.0,0.0,0.0
139,2049.0,0.0,0.65,17.5,39.435,0.0,5.015,0.0,0.0,0.0,1.22,15.457,13.287,0.0,0.0
140,2050.0,0.0,0.0,0.269,3.397,4.184,6.62,0.0,0.0,0.0,0.0,38.269,0.0,0.0,0.0
141,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
142,2050.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.61,34.106,0.0,0.0,0.0
143,2050.0,0.0,0.65,18.0,41.213,0.0,5.015,0.0,0.0,0.0,1.22,16.057,13.75,0.0,0.0
144,2051.0,0.0,0.0,0.343,3.09,4.434,6.62,0.0,0.0,0.0,0.0,41.379,0.0,0.0,0.0
145,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
146,2051.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.61,35.621,0.0,0.0,0.0
147,2051.0,0.0,0.65,18.5,43.006,0.0,5.015,0.0,0.0,0.0,1.22,16.657,14.25,0.0,0.0
148,2052.0,0.0,0.0,0.357,2.857,4.684,6.62,0.0,0.0,0.0,0.0,44.341,0.0,0.0,0.0
149,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
150,2052.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.61,37.351,0.0,0.0,0.0
151,2052.0,0.0,0.65,19.0,44.796,0.0,5.015,0.0,0.0,0.0,1.22,17.455,14.821,0.0,0.0
152,2053.0,0.0,0.0,0.357,2.857,4.91,6.62,0.0,0.0,0.0,0.0,46.583,0.0,0.0,0.0
153,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
154,2053.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,39.187,0.0,0.0,0.0
155,2053.0,0.0,0.65,19.5,46.656,0.0,5.015,0.0,0.0,0.0,1.22,18.305,15.413,0.0,0.0
156,2054.0,0.0,0.0,0.423,2.857,5.0,6.62,0.0,0.0,0.0,0.0,49.184,0.0,0.0,0.0
157,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
158,2054.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,41.194,0.0,0.0,0.0
159,2054.0,0.0,0.65,20.0,48.592,0.0,5.015,0.0,0.0,0.0,1.22,19.078,16.078,0.0,0.0
160,2055.0,0.0,0.0,0.656,2.857,5.0,6.62,0.0,0.0,0.0,0.0,51.543,0.0,0.0,0.0
161,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
162,2055.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,44.649,0.0,0.0,0.0
163,2055.0,0.0,0.65,18.5,52.26,0.0,5.015,0.0,0.0,0.0,1.22,19.85,16.669,0.0,0.0
164,2056.0,0.0,0.0,0.895,2.857,5.0,6.62,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
165,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
166,2056.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,46.55,0.0,0.0,0.0
167,2056.0,0.0,0.4,17.0,56.443,0.0,5.015,0.0,0.0,0.274,1.22,20.2,17.669,0.0,0.0
168,2057.0,0.0,0.0,1.366,2.762,5.0,6.62,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
169,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
170,2057.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,48.622,0.0,0.0,0.0
171,2057.0,0.0,0.4,18.5,57.725,0.0,5.015,0.0,0.0,0.278,1.22,20.55,18.669,0.0,0.0
172,2058.0,0.0,0.0,2.121,2.414,5.0,6.62,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0
173,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
174,2058.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,52.101,0.0,0.0,0.0
175,2058.0,0.0,0.4,20.0,58.832,0.0,5.015,0.0,0.0,0.278,1.22,20.9,19.651,0.0,0.0
176,2059.0,0.0,0.0,2.552,2.044,5.0,6.62,0.0,0.0,0.0,0.866,59.835,0.341,0.0,0.0
177,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
178,2059.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,56.601,0.0,0.0,0.0
179,2059.0,0.0,0.4,21.5,59.844,0.0,5.015,0.0,0.0,0.278,1.22,21.25,20.63,0.0,0.0
180,2060.0,0.0,0.0,2.552,1.649,5.0,6.948,0.0,0.0,0.0,0.866,61.611,1.788,0.0,0.0
181,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
182,2060.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,59.462,0.0,0.0,0.0
183,2060.0,0.0,0.4,23.0,61.308,0.0,5.015,0.0,0.0,0.382,1.22,21.6,21.63,0.0,0.0
184,2061.0,0.0,0.0,2.552,1.201,5.0,7.562,0.0,0.0,0.0,1.352,62.978,2.059,0.0,0.0
185,2061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
186,2061.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,61.423,0.0,0.0,0.0
187,2061.0,0.0,0.3,23.5,63.792,0.0,5.015,0.0,0.0,1.015,1.22,22.2,22.13,0.0,0.0
188,2062.0,0.0,0.0,2.552,0.942,5.0,7.991,0.0,0.0,0.0,1.432,65.165,2.138,0.0,0.0
189,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
190,2062.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,62.908,0.0,0.0,0.0
191,2062.0,0.0,0.2,24.0,66.486,0.0,5.015,0.0,0.0,1.717,1.22,22.8,22.63,0.0,0.0
192,2063.0,0.0,0.0,2.552,0.942,5.0,8.0,0.0,0.0,0.0,1.702,66.858,2.582,0.0,0.0
193,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
194,2063.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,64.256,0.0,0.0,0.0
195,2063.0,0.0,0.1,24.5,69.325,0.0,5.015,0.0,0.0,2.474,1.22,23.4,23.13,0.0,0.0
196,2064.0,0.0,0.0,2.552,0.942,5.0,8.0,0.0,0.0,0.0,2.262,68.377,2.98,0.0,0.0
197,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
198,2064.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,66.446,0.0,0.0,0.0
199,2064.0,0.0,0.0,25.0,72.116,0.0,5.015,0.0,0.0,3.241,1.22,24.0,23.63,0.0,0.0
200,2065.0,0.0,0.0,2.552,0.942,5.0,8.0,0.0,0.0,0.0,3.235,68.877,3.667,0.0,0.0
201,2065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
202,2065.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,70.496,0.0,0.0,0.0
203,2065.0,0.0,0.0,25.5,73.892,0.0,5.015,0.0,0.0,5.241,1.22,24.6,24.13,0.0,0.0
204,2066.0,0.0,0.0,2.552,0.942,5.0,8.0,0.0,0.0,0.0,4.297,69.529,4.307,0.0,0.0
205,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
206,2066.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,74.536,0.0,0.0,0.0
207,2066.0,0.0,0.0,26.0,75.561,0.0,5.015,0.0,0.0,7.241,1.22,24.95,25.38,0.0,0.0
208,2067.0,0.0,0.0,2.552,0.942,5.0,8.083,0.0,0.0,0.0,5.992,69.61,4.974,0.0,0.0
209,2067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
210,2067.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,79.472,0.0,0.0,0.0
211,2067.0,0.0,0.0,26.5,77.179,0.0,5.015,0.0,0.0,9.241,1.22,25.3,26.63,0.0,0.0
212,2068.0,0.0,0.0,2.552,0.942,5.0,8.083,0.0,0.797,0.0,5.992,72.61,5.316,0.0,0.0
213,2068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
214,2068.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,82.472,0.0,0.0,0.0
215,2068.0,0.0,0.0,27.0,80.25,0.0,5.015,0.0,0.0,9.8,1.22,25.65,27.88,0.0,0.0
216,2069.0,0.0,0.0,2.552,0.942,5.0,8.083,0.0,0.925,0.0,5.992,75.61,5.683,0.0,0.0
217,2069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
218,2069.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,84.945,0.0,0.0,0.0
219,2069.0,0.0,0.0,27.5,83.759,0.0,5.015,0.0,0.0,10.0,1.22,26.0,29.13,0.0,0.0
220,2070.0,0.0,0.0,2.577,0.897,5.0,8.083,0.0,0.971,0.0,5.992,78.61,6.075,0.0,0.0
221,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
