,y,Dagash,Dal,Jebel Aulia,Kajbar,Kashm El Girba ,Mograt,Merowe,Roseires,Sabaloka,Shereik,Sennar,Upper Atbara
30,2045.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.27,0.205,0.42,0.0,0.32
31,2046.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
32,2047.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
33,2048.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
34,2049.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
35,2050.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
36,2051.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
37,2052.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
38,2053.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
39,2054.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
40,2055.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
41,2056.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
42,2057.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
43,2058.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
44,2059.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
45,2060.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
46,2061.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
47,2062.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
48,2063.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
49,2064.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
50,2065.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
51,2066.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
52,2067.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
53,2068.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
54,2069.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
55,2070.0,0.312,0.648,0.019,0.36,0.0,0.312,1.24,0.0,0.205,0.42,0.0,0.32
