r,l,t,m,y,RateOfActivity
REGION,S3D1,EGWA00000X,1,2016, 1.9619035969753280e+04
REGION,S3D2,EGWA00000X,1,2016, 1.2356059615373893e+04
REGION,S4D1,EGWA00000X,1,2016, 1.7621080942245859e+04
REGION,S4D2,EGWA00000X,1,2016, 1.2201673274722125e+04
REGION,S1D1,EGWA00000X,1,2017, 1.7771881944573604e+04
REGION,S1D2,EGWA00000X,1,2017, 1.1920362424046094e+04
REGION,S2D1,EGWA00000X,1,2017, 1.9839743811447672e+04
REGION,S2D2,EGWA00000X,1,2017, 1.2709095422697306e+04
REGION,S3D1,EGWA00000X,1,2017, 1.8836749522852049e+04
REGION,S3D2,EGWA00000X,1,2017, 1.2659309291192534e+04
REGION,S4D1,EGWA00000X,1,2017, 1.5460138801118268e+04
REGION,S4D2,EGWA00000X,1,2017, 1.1942748138389903e+04
REGION,S1D1,EGWA00000X,1,2018, 1.2065111386955477e+04
REGION,S1D2,EGWA00000X,1,2018, 9715.86794587068
REGION,S2D1,EGWA00000X,1,2018, 1.5657641142706934e+04
REGION,S2D2,EGWA00000X,1,2018, 1.4388434282961656e+04
REGION,S3D1,EGWA00000X,1,2018, 2.4677170874741587e+04
REGION,S3D2,EGWA00000X,1,2018, 1.3648370241142113e+04
REGION,S4D1,EGWA00000X,1,2018, 1.6853500979804005e+04
REGION,S4D2,EGWA00000X,1,2018, 1.1982141227536307e+04
REGION,S1D1,EGWA00000X,1,2019, 9.1704372877927453e+03
REGION,S1D2,EGWA00000X,1,2019, 1.2792682141604233e+04
REGION,S2D1,EGWA00000X,1,2019, 1.3729449189583636e+04
REGION,S2D2,EGWA00000X,1,2019, 1.3746658281484109e+04
REGION,S3D1,EGWA00000X,1,2019, 2.0636931330107192e+04
REGION,S3D2,EGWA00000X,1,2019, 1.2453100104788156e+04
REGION,S4D1,EGWA00000X,1,2019, 2.3424647232666644e+04
REGION,S4D2,EGWA00000X,1,2019, 1.2173342683986682e+04
REGION,S1D1,EGWA00000X,1,2020, 1.4552296449501007e+04
REGION,S1D2,EGWA00000X,1,2020, 9.7121400648908711e+03
REGION,S2D1,EGWA00000X,1,2020, 1.7737770887551796e+04
REGION,S2D2,EGWA00000X,1,2020, 1.5473879118596244e+04
REGION,S3D1,EGWA00000X,1,2020, 1.8489156437464269e+04
REGION,S3D2,EGWA00000X,1,2020, 13061.1102938608
REGION,S4D1,EGWA00000X,1,2020, 2.2777318341101305e+04
REGION,S4D2,EGWA00000X,1,2020, 1.2186962549427733e+04
REGION,S1D1,EGWA00000X,1,2021, 1.2069980156681440e+04
REGION,S1D2,EGWA00000X,1,2021, 9297.59289166726
REGION,S2D1,EGWA00000X,1,2021, 1.2602623280181380e+04
REGION,S2D2,EGWA00000X,1,2021, 1.4358116897463513e+04
REGION,S3D1,EGWA00000X,1,2021, 1.3260288204387965e+04
REGION,S3D2,EGWA00000X,1,2021, 1.4586108627050746e+04
REGION,S4D1,EGWA00000X,1,2021, 1.4832904256507196e+04
REGION,S4D2,EGWA00000X,1,2021, 1.0055907818030224e+04
REGION,S1D1,EGWA00000X,1,2022, 1.3626898797167087e+04
REGION,S1D2,EGWA00000X,1,2022, 9.8978035013394456e+03
REGION,S2D1,EGWA00000X,1,2022, 1.3496749849692640e+04
REGION,S2D2,EGWA00000X,1,2022, 1.8458612050620533e+04
REGION,S3D1,EGWA00000X,1,2022, 1.1926052028678798e+04
REGION,S3D2,EGWA00000X,1,2022, 1.0798908394114182e+04
REGION,S4D1,EGWA00000X,1,2022, 1.5051148605473789e+04
REGION,S4D2,EGWA00000X,1,2022, 1.1048808835962918e+04
REGION,S1D1,EGWA00000X,1,2023, 1.2620308753282310e+04
REGION,S1D2,EGWA00000X,1,2023, 1.4313301945099236e+04
REGION,S2D1,EGWA00000X,1,2023, 1.3845557667888852e+04
REGION,S2D2,EGWA00000X,1,2023, 1.4983682416420506e+04
REGION,S3D1,EGWA00000X,1,2023, 1.3080952621047909e+04
REGION,S3D2,EGWA00000X,1,2023, 1.1969923418073722e+04
REGION,S4D1,EGWA00000X,1,2023, 1.2582681101187089e+04
REGION,S4D2,EGWA00000X,1,2023, 1.3195492739667312e+04
REGION,S1D1,EGWA00000X,1,2024, 1.2570196088599310e+04
REGION,S1D2,EGWA00000X,1,2024, 1.4071237162278165e+04
REGION,S2D1,EGWA00000X,1,2024, 1.3597086648931849e+04
REGION,S2D2,EGWA00000X,1,2024, 1.5891179273469614e+04
REGION,S3D1,EGWA00000X,1,2024, 1.5587138129351753e+04
REGION,S3D2,EGWA00000X,1,2024, 1.3263660369216281e+04
REGION,S4D1,EGWA00000X,1,2024, 1.3193083317226956e+04
REGION,S4D2,EGWA00000X,1,2024, 1.2035263234664675e+04
REGION,S1D1,EGWA00000X,1,2025, 1.6489725815235674e+04
REGION,S1D2,EGWA00000X,1,2025, 1.2802143688823173e+04
REGION,S2D1,EGWA00000X,1,2025, 1.7034957035881489e+04
REGION,S2D2,EGWA00000X,1,2025, 1.3555053584218984e+04
REGION,S3D1,EGWA00000X,1,2025, 2.3344767058067362e+04
REGION,S3D2,EGWA00000X,1,2025, 1.4700387246553135e+04
REGION,S4D1,EGWA00000X,1,2025, 1.5965719605211798e+04
REGION,S4D2,EGWA00000X,1,2025, 1.5564979149794459e+04
REGION,S1D1,EGWA00000X,1,2026, 1.8067089695853309e+04
REGION,S1D2,EGWA00000X,1,2026, 1.4866156418814608e+04
REGION,S2D1,EGWA00000X,1,2026, 1.7259676875308283e+04
REGION,S2D2,EGWA00000X,1,2026, 2.3693994822576893e+04
REGION,S3D1,EGWA00000X,1,2026, 1.8251954990821177e+04
REGION,S3D2,EGWA00000X,1,2026, 1.6568441940834593e+04
REGION,S4D1,EGWA00000X,1,2026, 1.3116866895794139e+04
REGION,S4D2,EGWA00000X,1,2026, 1.6112706900508685e+04
REGION,S1D1,EGWA00000X,1,2027, 1.8741292525663910e+04
REGION,S1D2,EGWA00000X,1,2027, 1.3669323471636599e+04
REGION,S2D1,EGWA00000X,1,2027, 1.4179235701438274e+04
REGION,S2D2,EGWA00000X,1,2027, 2.0464260020421036e+04
REGION,S3D1,EGWA00000X,1,2027, 1.8790961729391558e+04
REGION,S3D2,EGWA00000X,1,2027, 1.6460034722181677e+04
REGION,S4D1,EGWA00000X,1,2027, 2.3022865836809611e+04
REGION,S4D2,EGWA00000X,1,2027, 1.5949748001443118e+04
REGION,S1D1,EGWA00000X,1,2028, 1.9288717765693556e+04
REGION,S1D2,EGWA00000X,1,2028, 1.5844839421986951e+04
REGION,S2D1,EGWA00000X,1,2028, 1.4402141428709276e+04
REGION,S2D2,EGWA00000X,1,2028, 2.1496436529396717e+04
REGION,S3D1,EGWA00000X,1,2028, 1.7773591490138551e+04
REGION,S3D2,EGWA00000X,1,2028, 1.6880899225495610e+04
REGION,S4D1,EGWA00000X,1,2028, 1.7142052241055953e+04
REGION,S4D2,EGWA00000X,1,2028, 1.5959572153966981e+04
REGION,S1D1,EGWA00000X,1,2029, 1.7914545852340816e+04
REGION,S1D2,EGWA00000X,1,2029, 1.3823383789888963e+04
REGION,S2D1,EGWA00000X,1,2029, 1.8387373510228583e+04
REGION,S2D2,EGWA00000X,1,2029, 2.0194243949395033e+04
REGION,S3D1,EGWA00000X,1,2029, 2.3963106620563976e+04
REGION,S3D2,EGWA00000X,1,2029, 1.4740084453298563e+04
REGION,S4D1,EGWA00000X,1,2029, 1.7253869813484213e+04
REGION,S4D2,EGWA00000X,1,2029, 1.6139907461606368e+04
REGION,S1D1,EGWA00000X,1,2030, 1.8579476647059160e+04
REGION,S1D2,EGWA00000X,1,2030, 1.9644738459847755e+04
REGION,S2D1,EGWA00000X,1,2030, 1.9106089918876016e+04
REGION,S2D2,EGWA00000X,1,2030, 1.4061125316328367e+04
REGION,S3D1,EGWA00000X,1,2030, 2.0144877883362526e+04
REGION,S3D2,EGWA00000X,1,2030, 1.6167181557818707e+04
REGION,S4D1,EGWA00000X,1,2030, 1.7162167281364575e+04
REGION,S4D2,EGWA00000X,1,2030, 1.5917055820830903e+04
REGION,S1D1,EGWA00000X,1,2031, 1.8933295963445820e+04
REGION,S1D2,EGWA00000X,1,2031, 1.7801280183804622e+04
REGION,S2D1,EGWA00000X,1,2031, 2.0899750806018026e+04
REGION,S2D2,EGWA00000X,1,2031, 1.5200514295722503e+04
REGION,S3D1,EGWA00000X,1,2031, 1.9702188401830786e+04
REGION,S3D2,EGWA00000X,1,2031, 1.6894692318157522e+04
REGION,S4D1,EGWA00000X,1,2031, 1.6581819506797219e+04
REGION,S4D2,EGWA00000X,1,2031, 1.6250111129596917e+04
REGION,S1D1,EGWA00000X,1,2032, 1.8627933741054982e+04
REGION,S1D2,EGWA00000X,1,2032, 1.4375523637521479e+04
REGION,S2D1,EGWA00000X,1,2032, 2.0392933935991117e+04
REGION,S2D2,EGWA00000X,1,2032, 1.7438325204631354e+04
REGION,S3D1,EGWA00000X,1,2032, 2.1432464040859835e+04
REGION,S3D2,EGWA00000X,1,2032, 1.5199011026406772e+04
REGION,S4D1,EGWA00000X,1,2032, 2.2408571482473802e+04
REGION,S4D2,EGWA00000X,1,2032, 1.6228257243990442e+04
REGION,S1D1,EGWA00000X,1,2033, 1.9153575293949263e+04
REGION,S1D2,EGWA00000X,1,2033, 1.7198801447895003e+04
REGION,S2D1,EGWA00000X,1,2033, 2.3003933608977972e+04
REGION,S2D2,EGWA00000X,1,2033, 1.5632874696577275e+04
REGION,S3D1,EGWA00000X,1,2033, 2.2178799231130681e+04
REGION,S3D2,EGWA00000X,1,2033, 1.5057763817057948e+04
REGION,S4D1,EGWA00000X,1,2033, 1.7907039005852839e+04
REGION,S4D2,EGWA00000X,1,2033, 1.6489584903350296e+04
REGION,S1D1,EGWA00000X,1,2034, 1.9825889494913823e+04
REGION,S1D2,EGWA00000X,1,2034, 1.6521985817950455e+04
REGION,S2D1,EGWA00000X,1,2034, 2.3149029942060231e+04
REGION,S2D2,EGWA00000X,1,2034, 1.6444259233450415e+04
REGION,S3D1,EGWA00000X,1,2034, 2.1800815375478291e+04
REGION,S3D2,EGWA00000X,1,2034, 1.6319401834038947e+04
REGION,S4D1,EGWA00000X,1,2034, 1.8172612064929344e+04
REGION,S4D2,EGWA00000X,1,2034, 15460.9907619689
REGION,S1D1,EGWA00000X,1,2035, 1.9990927825743012e+04
REGION,S1D2,EGWA00000X,1,2035, 1.5257158454926419e+04
REGION,S2D1,EGWA00000X,1,2035, 2.4117124144644182e+04
REGION,S2D2,EGWA00000X,1,2035, 1.8412317394080859e+04
REGION,S3D1,EGWA00000X,1,2035, 2.3039588619083694e+04
REGION,S3D2,EGWA00000X,1,2035, 1.8125120394154354e+04
REGION,S4D1,EGWA00000X,1,2035, 18532.6106914552
REGION,S4D2,EGWA00000X,1,2035, 1.4456820529928145e+04
REGION,S1D1,EGWA00000X,1,2036, 2.1786798367793348e+04
REGION,S1D2,EGWA00000X,1,2036, 1.3496092666516295e+04
REGION,S2D1,EGWA00000X,1,2036, 2.5439574896361952e+04
REGION,S2D2,EGWA00000X,1,2036, 1.9396938830904452e+04
REGION,S3D1,EGWA00000X,1,2036, 2.3313337283100216e+04
REGION,S3D2,EGWA00000X,1,2036, 1.8859375268173775e+04
REGION,S4D1,EGWA00000X,1,2036, 1.9387447261349404e+04
REGION,S4D2,EGWA00000X,1,2036, 1.7656608735616061e+04
REGION,S1D1,EGWA00000X,1,2037, 2.2573503940679475e+04
REGION,S1D2,EGWA00000X,1,2037, 1.6899858371882288e+04
REGION,S2D1,EGWA00000X,1,2037, 2.6907067845291411e+04
REGION,S2D2,EGWA00000X,1,2037, 1.9879397557882461e+04
REGION,S3D1,EGWA00000X,1,2037, 2.4489195272020916e+04
REGION,S3D2,EGWA00000X,1,2037, 1.9878229306682915e+04
REGION,S4D1,EGWA00000X,1,2037, 2.0318399878329004e+04
REGION,S4D2,EGWA00000X,1,2037, 1.5757527335610926e+04
REGION,S1D1,EGWA00000X,1,2038, 2.3684714870574073e+04
REGION,S1D2,EGWA00000X,1,2038, 1.7666631154281942e+04
REGION,S2D1,EGWA00000X,1,2038, 2.8014185776285485e+04
REGION,S2D2,EGWA00000X,1,2038, 2.0956816888001806e+04
REGION,S3D1,EGWA00000X,1,2038, 25660.0972033727
REGION,S3D2,EGWA00000X,1,2038, 2.0766518818272223e+04
REGION,S4D1,EGWA00000X,1,2038, 2.1545881198999585e+04
REGION,S4D2,EGWA00000X,1,2038, 1.5903057193043183e+04
REGION,S1D1,EGWA00000X,1,2039, 2.4079486305569440e+04
REGION,S1D2,EGWA00000X,1,2039, 1.8897525150113364e+04
REGION,S2D1,EGWA00000X,1,2039, 2.8826215032059539e+04
REGION,S2D2,EGWA00000X,1,2039, 2.1874176570394538e+04
REGION,S3D1,EGWA00000X,1,2039, 2.6174131929594088e+04
REGION,S3D2,EGWA00000X,1,2039, 1.9158064324126251e+04
REGION,S4D1,EGWA00000X,1,2039, 2.2128284835522642e+04
REGION,S4D2,EGWA00000X,1,2039, 1.8646852030334991e+04
REGION,S1D1,EGWA00000X,1,2040, 2.4018953904295005e+04
REGION,S1D2,EGWA00000X,1,2040, 1.9526706135292967e+04
REGION,S2D1,EGWA00000X,1,2040, 2.8875913210967516e+04
REGION,S2D2,EGWA00000X,1,2040, 2.3075336139625982e+04
REGION,S3D1,EGWA00000X,1,2040, 2.5971962841643926e+04
REGION,S3D2,EGWA00000X,1,2040, 2.2396036132249497e+04
REGION,S4D1,EGWA00000X,1,2040, 2.2949506261085102e+04
REGION,S4D2,EGWA00000X,1,2040, 1.6760618482720234e+04
REGION,S1D1,EGWA00000X,1,2041, 2.5533126353358897e+04
REGION,S1D2,EGWA00000X,1,2041, 2.0799153222649195e+04
REGION,S2D1,EGWA00000X,1,2041, 2.8690550903911313e+04
REGION,S2D2,EGWA00000X,1,2041, 2.3899907900836472e+04
REGION,S3D1,EGWA00000X,1,2041, 25789.6769467078
REGION,S3D2,EGWA00000X,1,2041, 2.3778336494548585e+04
REGION,S4D1,EGWA00000X,1,2041, 2.4210487633851757e+04
REGION,S4D2,EGWA00000X,1,2041, 1.7579771145850955e+04
REGION,S1D1,EGWA00000X,1,2042, 2.6695954558458518e+04
REGION,S1D2,EGWA00000X,1,2042, 2.1921493125234178e+04
REGION,S2D1,EGWA00000X,1,2042, 2.9691052683136044e+04
REGION,S2D2,EGWA00000X,1,2042, 2.5233527430455186e+04
REGION,S3D1,EGWA00000X,1,2042, 2.7097426111083951e+04
REGION,S3D2,EGWA00000X,1,2042, 1.9300497275138197e+04
REGION,S4D1,EGWA00000X,1,2042, 2.5452802845496779e+04
REGION,S4D2,EGWA00000X,1,2042, 2.3468634319842949e+04
REGION,S1D1,EGWA00000X,1,2043, 25890.3096624351
REGION,S1D2,EGWA00000X,1,2043, 2.2238414345144880e+04
REGION,S2D1,EGWA00000X,1,2043, 2.9876932723112372e+04
REGION,S2D2,EGWA00000X,1,2043, 2.3554981712509063e+04
REGION,S3D1,EGWA00000X,1,2043, 2.7809955961785181e+04
REGION,S3D2,EGWA00000X,1,2043, 2.5388674249792191e+04
REGION,S4D1,EGWA00000X,1,2043, 21237.7933128043
REGION,S4D2,EGWA00000X,1,2043, 2.4038252009071337e+04
REGION,S1D1,EGWA00000X,1,2044, 2.6802054725424248e+04
REGION,S1D2,EGWA00000X,1,2044, 2.2847194065724932e+04
REGION,S2D1,EGWA00000X,1,2044, 3.0783525597643777e+04
REGION,S2D2,EGWA00000X,1,2044, 26353.5528007187
REGION,S3D1,EGWA00000X,1,2044, 2.8490633050175780e+04
REGION,S3D2,EGWA00000X,1,2044, 2.6016532735318011e+04
REGION,S4D1,EGWA00000X,1,2044, 2.1668285049560760e+04
REGION,S4D2,EGWA00000X,1,2044, 2.2129689918432621e+04
REGION,S1D1,EGWA00000X,1,2045, 2.6520687687617039e+04
REGION,S1D2,EGWA00000X,1,2045, 2.3426902759644530e+04
REGION,S2D1,EGWA00000X,1,2045, 3.1471664962920830e+04
REGION,S2D2,EGWA00000X,1,2045, 2.6969745653158243e+04
REGION,S3D1,EGWA00000X,1,2045, 2.9178773498780898e+04
REGION,S3D2,EGWA00000X,1,2045, 2.1864862829009413e+04
REGION,S4D1,EGWA00000X,1,2045, 2.6629886475408064e+04
REGION,S4D2,EGWA00000X,1,2045, 2.5113378870935296e+04
REGION,S1D1,EGWA00000X,1,2046, 2.9133354372279588e+04
REGION,S1D2,EGWA00000X,1,2046, 2.3914227922762126e+04
REGION,S2D1,EGWA00000X,1,2046, 3.1577669042602083e+04
REGION,S2D2,EGWA00000X,1,2046, 2.7443357916895584e+04
REGION,S3D1,EGWA00000X,1,2046, 2.9791368133822951e+04
REGION,S3D2,EGWA00000X,1,2046, 2.0839183732299043e+04
REGION,S4D1,EGWA00000X,1,2046, 2.7789213713285346e+04
REGION,S4D2,EGWA00000X,1,2046, 2.5432877442806825e+04
REGION,S1D1,EGWA00000X,1,2047, 2.9300261108966235e+04
REGION,S1D2,EGWA00000X,1,2047, 2.3784760167656375e+04
REGION,S2D1,EGWA00000X,1,2047, 3.0880983217453002e+04
REGION,S2D2,EGWA00000X,1,2047, 2.7541382761489647e+04
REGION,S3D1,EGWA00000X,1,2047, 2.9904111612526649e+04
REGION,S3D2,EGWA00000X,1,2047, 2.1044776630635730e+04
REGION,S4D1,EGWA00000X,1,2047, 2.8200575714466442e+04
REGION,S4D2,EGWA00000X,1,2047, 2.5737141220650945e+04
REGION,S1D1,EGWA00000X,1,2048, 30910.3018884742
REGION,S1D2,EGWA00000X,1,2048, 2.4897063231604738e+04
REGION,S2D1,EGWA00000X,1,2048, 3.5109115343807454e+04
REGION,S2D2,EGWA00000X,1,2048, 2.8565117593923762e+04
REGION,S3D1,EGWA00000X,1,2048, 3.5109155818035848e+04
REGION,S3D2,EGWA00000X,1,2048, 2.3060956989086269e+04
REGION,S4D1,EGWA00000X,1,2048, 2.9107984501907107e+04
REGION,S4D2,EGWA00000X,1,2048, 2.4646001746351696e+04
REGION,S1D1,EGWA00000X,1,2049, 3.0931437346072136e+04
REGION,S1D2,EGWA00000X,1,2049, 2.5177163995979525e+04
REGION,S2D1,EGWA00000X,1,2049, 3.6438896121743630e+04
REGION,S2D2,EGWA00000X,1,2049, 2.8985321113875991e+04
REGION,S3D1,EGWA00000X,1,2049, 3.3965786638919177e+04
REGION,S3D2,EGWA00000X,1,2049, 2.1726775636095379e+04
REGION,S4D1,EGWA00000X,1,2049, 2.9510389166486770e+04
REGION,S4D2,EGWA00000X,1,2049, 2.7114823842088492e+04
REGION,S1D1,EGWA00000X,1,2050, 3.1628258576663848e+04
REGION,S1D2,EGWA00000X,1,2050, 2.5747110209194267e+04
REGION,S2D1,EGWA00000X,1,2050, 3.7179711388459735e+04
REGION,S2D2,EGWA00000X,1,2050, 29649.9190364173
REGION,S3D1,EGWA00000X,1,2050, 3.4665860491850966e+04
REGION,S3D2,EGWA00000X,1,2050, 2.2125241789399341e+04
REGION,S4D1,EGWA00000X,1,2050, 3.0172169137590285e+04
REGION,S4D2,EGWA00000X,1,2050, 2.7664428065125561e+04
REGION,S1D1,EGWA00000X,1,2051, 3.2337466493163512e+04
REGION,S1D2,EGWA00000X,1,2051, 2.6493915737046147e+04
REGION,S2D1,EGWA00000X,1,2051, 3.8077867436277666e+04
REGION,S2D2,EGWA00000X,1,2051, 3.0443789457469884e+04
REGION,S3D1,EGWA00000X,1,2051, 3.4904635187424741e+04
REGION,S3D2,EGWA00000X,1,2051, 2.5443318419492378e+04
REGION,S4D1,EGWA00000X,1,2051, 2.5974479587773592e+04
REGION,S4D2,EGWA00000X,1,2051, 2.8238218454433754e+04
REGION,S1D1,EGWA00000X,1,2052, 32807.1644939844
REGION,S1D2,EGWA00000X,1,2052, 2.7173152730716934e+04
REGION,S2D1,EGWA00000X,1,2052, 3.8923003839500881e+04
REGION,S2D2,EGWA00000X,1,2052, 3.1171514548594670e+04
REGION,S3D1,EGWA00000X,1,2052, 3.5403973709863625e+04
REGION,S3D2,EGWA00000X,1,2052, 2.3054182618157465e+04
REGION,S4D1,EGWA00000X,1,2052, 3.1816410143679725e+04
REGION,S4D2,EGWA00000X,1,2052, 2.8825264730212970e+04
REGION,S1D1,EGWA00000X,1,2053, 3.3534088861559154e+04
REGION,S1D2,EGWA00000X,1,2053, 2.7837958390803302e+04
REGION,S2D1,EGWA00000X,1,2053, 3.9732610583541304e+04
REGION,S2D2,EGWA00000X,1,2053, 3.1891377021649867e+04
REGION,S3D1,EGWA00000X,1,2053, 3.6107614239963652e+04
REGION,S3D2,EGWA00000X,1,2053, 2.7042728393738747e+04
REGION,S4D1,EGWA00000X,1,2053, 2.6627542726421667e+04
REGION,S4D2,EGWA00000X,1,2053, 2.9425720826450346e+04
REGION,S1D1,EGWA00000X,1,2054, 3.4761944933587831e+04
REGION,S1D2,EGWA00000X,1,2054, 2.8922112204022767e+04
REGION,S2D1,EGWA00000X,1,2054, 4.0777688512844987e+04
REGION,S2D2,EGWA00000X,1,2054, 3.2888258027236370e+04
REGION,S3D1,EGWA00000X,1,2054, 3.5937934984959124e+04
REGION,S3D2,EGWA00000X,1,2054, 3.2151037948903133e+04
REGION,S4D1,EGWA00000X,1,2054, 3.3203418716303029e+04
REGION,S4D2,EGWA00000X,1,2054, 21887.3528129122
REGION,S1D1,EGWA00000X,1,2055, 3.4211247964324684e+04
REGION,S1D2,EGWA00000X,1,2055, 2.8168483069331309e+04
REGION,S2D1,EGWA00000X,1,2055, 4.0319288013007841e+04
REGION,S2D2,EGWA00000X,1,2055, 3.2343533924812953e+04
REGION,S3D1,EGWA00000X,1,2055, 3.5626460204920964e+04
REGION,S3D2,EGWA00000X,1,2055, 2.4154851737868732e+04
REGION,S4D1,EGWA00000X,1,2055, 3.2693856197327510e+04
REGION,S4D2,EGWA00000X,1,2055, 2.9371070786142940e+04
REGION,S1D1,EGWA00000X,1,2056, 3.3433249522843354e+04
REGION,S1D2,EGWA00000X,1,2056, 2.7464451730863395e+04
REGION,S2D1,EGWA00000X,1,2056, 3.9803281454762786e+04
REGION,S2D2,EGWA00000X,1,2056, 3.1693649048067156e+04
REGION,S3D1,EGWA00000X,1,2056, 3.4887272540820777e+04
REGION,S3D2,EGWA00000X,1,2056, 2.8685862850876332e+04
REGION,S4D1,EGWA00000X,1,2056, 2.4565615159831312e+04
REGION,S4D2,EGWA00000X,1,2056, 2.8596737595142833e+04
REGION,S1D1,EGWA00000X,1,2057, 3.1831339939184709e+04
REGION,S1D2,EGWA00000X,1,2057, 2.8800262017933092e+04
REGION,S2D1,EGWA00000X,1,2057, 4.1366827966647361e+04
REGION,S2D2,EGWA00000X,1,2057, 3.3084813824719655e+04
REGION,S3D1,EGWA00000X,1,2057, 3.6203572910848365e+04
REGION,S3D2,EGWA00000X,1,2057, 3.1557352732893192e+04
REGION,S4D1,EGWA00000X,1,2057, 2.5546298472386996e+04
REGION,S4D2,EGWA00000X,1,2057, 2.9855770021419234e+04
REGION,S1D1,EGWA00000X,1,2058, 3.6455936330290606e+04
REGION,S1D2,EGWA00000X,1,2058, 3.0103703986155058e+04
REGION,S2D1,EGWA00000X,1,2058, 4.2879455244768425e+04
REGION,S2D2,EGWA00000X,1,2058, 3.4454289307961139e+04
REGION,S3D1,EGWA00000X,1,2058, 3.7716199564378723e+04
REGION,S3D2,EGWA00000X,1,2058, 2.5633696086724398e+04
REGION,S4D1,EGWA00000X,1,2058, 3.4845932389090412e+04
REGION,S4D2,EGWA00000X,1,2058, 3.1133820610979579e+04
REGION,S1D1,EGWA00000X,1,2059, 3.4077909398722346e+04
REGION,S1D2,EGWA00000X,1,2059, 3.1451259116201567e+04
REGION,S2D1,EGWA00000X,1,2059, 44549.2909289703
REGION,S2D2,EGWA00000X,1,2059, 3.5864571153331795e+04
REGION,S3D1,EGWA00000X,1,2059, 3.9241904244594727e+04
REGION,S3D2,EGWA00000X,1,2059, 3.3750280145913792e+04
REGION,S4D1,EGWA00000X,1,2059, 2.7828261279219430e+04
REGION,S4D2,EGWA00000X,1,2059, 3.2418568632334536e+04
REGION,S1D1,EGWA00000X,1,2060, 4.1922445546844872e+06
REGION,S1D2,EGWA00000X,1,2060, 3.2852943887031768e+04
REGION,S2D1,EGWA00000X,1,2060, 4.1922445546844872e+06
REGION,S2D2,EGWA00000X,1,2060, 3.7324578464069476e+04
REGION,S3D1,EGWA00000X,1,2060, 4.2383131761645377e+06
REGION,S3D2,EGWA00000X,1,2060, 2.7363128803686115e+04
REGION,S4D1,EGWA00000X,1,2060, 3.7513092928861413e+04
REGION,S4D2,EGWA00000X,1,2060, 3.3708760174007533e+04
REGION,S1D1,EGWA00000X,1,2061, 3.8657689468668636e+04
REGION,S1D2,EGWA00000X,1,2061, 3.3474002788572732e+04
REGION,S2D1,EGWA00000X,1,2061, 4.7895490652132343e+04
REGION,S2D2,EGWA00000X,1,2061, 3.8100079945392230e+04
REGION,S3D1,EGWA00000X,1,2061, 4.1623552487958608e+04
REGION,S3D2,EGWA00000X,1,2061, 3.7334880045975791e+04
REGION,S4D1,EGWA00000X,1,2061, 3.8450988094231609e+04
REGION,S4D2,EGWA00000X,1,2061, 2.5833604789299920e+04
REGION,S1D1,EGWA00000X,1,2062, 4.1196603860823372e+04
REGION,S1D2,EGWA00000X,1,2062, 3.4303720816233719e+04
REGION,S2D1,EGWA00000X,1,2062, 49227.6766184663
REGION,S2D2,EGWA00000X,1,2062, 3.8905829665978439e+04
REGION,S3D1,EGWA00000X,1,2062, 4.2487920184025868e+04
REGION,S3D2,EGWA00000X,1,2062, 2.8432769063930613e+04
REGION,S4D1,EGWA00000X,1,2062, 3.9212216445723716e+04
REGION,S4D2,EGWA00000X,1,2062, 3.4987548853858927e+04
