r,e,y,AnnualEmissions
REGION,ETCO2,2035.0,20.6195
REGION,ETCO2,2036.0,19.4529
REGION,ETCO2,2037.0,18.4176
REGION,ETCO2,2038.0,17.4921
REGION,ETCO2,2039.0,16.667
REGION,ETCO2,2040.0,16.055
REGION,ETCO2,2041.0,15.5442
REGION,ETCO2,2042.0,15.1758
REGION,ETCO2,2043.0,14.7636
REGION,ETCO2,2044.0,13.6946
REGION,ETCO2,2045.0,12.872
REGION,ETCO2,2046.0,11.7348
REGION,ETCO2,2047.0,10.764
REGION,ETCO2,2048.0,10.0388
REGION,ETCO2,2049.0,9.4849
REGION,ETCO2,2050.0,9.2001
REGION,ETCO2,2051.0,8.4692
REGION,ETCO2,2052.0,7.8667
REGION,ETCO2,2053.0,7.3119
REGION,ETCO2,2054.0,6.7477
REGION,ETCO2,2055.0,6.1028
REGION,ETCO2,2056.0,5.7143
REGION,ETCO2,2057.0,5.3637
REGION,ETCO2,2058.0,5.0508
REGION,ETCO2,2059.0,4.7345
REGION,ETCO2,2060.0,4.4065
REGION,ETCO2,2061.0,4.1339
REGION,ETCO2,2062.0,3.7364
REGION,ETCO2,2063.0,3.4146
REGION,ETCO2,2064.0,3.4725
REGION,ETCO2,2065.0,4.7727
REGION,ETCO2,2066.0,5.9067
REGION,ETCO2,2067.0,7.1156
REGION,ETCO2,2068.0,7.9194
REGION,ETCO2,2069.0,8.059
REGION,ETCO2,2070.0,8.0638
REGION,RSACO,2015.0,27.8004
REGION,RSACO,2016.0,30.8141
REGION,RSACO,2017.0,31.0925
REGION,RSACO,2018.0,32.0677
REGION,RSACO,2019.0,33.601
REGION,RSACO,2020.0,33.3892
REGION,RSACO,2021.0,45.0418
REGION,RSACO,2022.0,46.8239
REGION,RSACO,2023.0,44.3257
REGION,RSACO,2024.0,41.1221
REGION,RSACO,2025.0,77.4869
REGION,RSACO,2026.0,78.0586
REGION,RSACO,2027.0,80.0649
REGION,RSACO,2028.0,82.536
REGION,RSACO,2029.0,50.0813
REGION,RSACO,2030.0,50.66
REGION,RSACO,2031.0,47.3476
REGION,RSACO,2032.0,44.727
REGION,RSACO,2033.0,42.3937
REGION,RSACO,2034.0,40.479
REGION,RSACO,2035.0,38.9882
REGION,RSACO,2036.0,44.3327
REGION,RSACO,2037.0,54.0573
REGION,RSACO,2038.0,62.2988
REGION,RSACO,2039.0,69.8447
REGION,RSACO,2040.0,69.4552
REGION,RSACO,2041.0,68.0223
REGION,RSACO,2042.0,66.8098
REGION,RSACO,2043.0,65.5191
REGION,RSACO,2044.0,64.2245
REGION,RSACO,2045.0,64.9471
REGION,RSACO,2046.0,65.5707
REGION,RSACO,2047.0,64.5553
REGION,RSACO,2048.0,64.663
REGION,RSACO,2049.0,65.6873
REGION,RSACO,2050.0,67.3741
REGION,RSACO,2051.0,69.8596
REGION,RSACO,2052.0,69.0164
REGION,RSACO,2053.0,68.4765
REGION,RSACO,2054.0,68.1026
REGION,RSACO,2055.0,67.1392
REGION,RSACO,2056.0,66.4481
REGION,RSACO,2057.0,64.7401
REGION,RSACO,2058.0,63.147
REGION,RSACO,2059.0,61.6489
REGION,RSACO,2060.0,60.4613
REGION,RSACO,2061.0,59.4731
REGION,RSACO,2062.0,58.3535
REGION,RSACO,2063.0,57.2516
REGION,RSACO,2064.0,56.492
REGION,RSACO,2065.0,57.4219
REGION,RSACO,2066.0,55.0947
REGION,RSACO,2067.0,54.3186
REGION,RSACO,2068.0,55.5184
REGION,RSACO,2069.0,54.5845
REGION,RSACO,2070.0,54.203
REGION,SDCO2,2015.0,15.4823
REGION,SDCO2,2016.0,18.0798
REGION,SDCO2,2017.0,16.4247
REGION,SDCO2,2018.0,15.4666
REGION,SDCO2,2019.0,15.0665
REGION,SDCO2,2020.0,14.6664
REGION,SDCO2,2021.0,25.3958
REGION,SDCO2,2022.0,26.3446
REGION,SDCO2,2023.0,22.9068
REGION,SDCO2,2024.0,18.815
REGION,SDCO2,2025.0,53.737
REGION,SDCO2,2026.0,53.0778
REGION,SDCO2,2027.0,53.6666
REGION,SDCO2,2028.0,54.4896
REGION,SDCO2,2029.0,20.1017
REGION,SDCO2,2030.0,18.3925
REGION,SDCO2,2031.0,17.6589
REGION,SDCO2,2032.0,17.2282
REGION,SDCO2,2033.0,16.7729
REGION,SDCO2,2034.0,16.4849
REGION,SDCO2,2035.0,16.1832
REGION,SDCO2,2036.0,22.6963
REGION,SDCO2,2037.0,33.4336
REGION,SDCO2,2038.0,42.5692
REGION,SDCO2,2039.0,51.0674
REGION,SDCO2,2040.0,51.2472
REGION,SDCO2,2041.0,50.3062
REGION,SDCO2,2042.0,49.4264
REGION,SDCO2,2043.0,48.6078
REGION,SDCO2,2044.0,48.4779
REGION,SDCO2,2045.0,50.1123
REGION,SDCO2,2046.0,51.9572
REGION,SDCO2,2047.0,52.0001
REGION,SDCO2,2048.0,52.9179
REGION,SDCO2,2049.0,54.5771
REGION,SDCO2,2050.0,56.6097
REGION,SDCO2,2051.0,59.8861
REGION,SDCO2,2052.0,59.7002
REGION,SDCO2,2053.0,59.771
REGION,SDCO2,2054.0,60.0147
REGION,SDCO2,2055.0,59.7676
REGION,SDCO2,2056.0,59.5163
REGION,SDCO2,2057.0,58.1992
REGION,SDCO2,2058.0,56.9506
REGION,SDCO2,2059.0,55.7974
REGION,SDCO2,2060.0,54.9648
REGION,SDCO2,2061.0,54.2734
REGION,SDCO2,2062.0,53.5739
REGION,SDCO2,2063.0,52.8166
REGION,SDCO2,2064.0,52.0191
REGION,SDCO2,2065.0,51.646
REGION,SDCO2,2066.0,48.1796
REGION,SDCO2,2067.0,46.1835
REGION,SDCO2,2068.0,46.5649
REGION,SDCO2,2069.0,45.4797
REGION,SDCO2,2070.0,45.1025
REGION,SDREN,2015.0,0.0
REGION,SDREN,2016.0,0.0
REGION,SDREN,2017.0,0.0
REGION,SDREN,2018.0,0.0
REGION,SDREN,2019.0,0.0
REGION,SDREN,2020.0,0.0
REGION,SDREN,2021.0,-949.9011
REGION,SDREN,2022.0,-413.6862
REGION,SDREN,2023.0,-254.1919
REGION,SDREN,2024.0,-206.2419
REGION,SDREN,2025.0,-159.4717
REGION,SDREN,2026.0,-143.2439
REGION,SDREN,2027.0,-120.0489
REGION,SDREN,2028.0,-91.5435
REGION,SDREN,2029.0,-95.9171
REGION,SDREN,2030.0,-174.3244
REGION,SDREN,2031.0,-194.2283
REGION,SDREN,2032.0,-216.1508
REGION,SDREN,2033.0,-238.6036
REGION,SDREN,2034.0,-258.7572
REGION,SDREN,2035.0,-252.9406
REGION,SDREN,2036.0,-230.9936
REGION,SDREN,2037.0,-202.8519
REGION,SDREN,2038.0,-182.963
REGION,SDREN,2039.0,-167.2468
REGION,SDREN,2040.0,-189.6747
REGION,SDREN,2041.0,-220.7492
REGION,SDREN,2042.0,-254.1485
REGION,SDREN,2043.0,-289.9886
REGION,SDREN,2044.0,-326.3484
REGION,SDREN,2045.0,-343.8205
REGION,SDREN,2046.0,-361.0795
REGION,SDREN,2047.0,-381.8221
REGION,SDREN,2048.0,-434.5541
REGION,SDREN,2049.0,-461.2399
REGION,SDREN,2050.0,-487.3314
REGION,SDREN,2051.0,-478.5811
REGION,SDREN,2052.0,-505.3569
REGION,SDREN,2053.0,-531.5495
REGION,SDREN,2054.0,-555.3165
REGION,SDREN,2055.0,-590.0977
REGION,SDREN,2056.0,-622.9332
REGION,SDREN,2057.0,-678.0269
REGION,SDREN,2058.0,-736.2707
REGION,SDREN,2059.0,-794.3899
REGION,SDREN,2060.0,-847.8143
REGION,SDREN,2061.0,-887.0687
REGION,SDREN,2062.0,-927.2413
REGION,SDREN,2063.0,-969.5851
REGION,SDREN,2064.0,-1013.7737
REGION,SDREN,2065.0,-1052.0682
REGION,SDREN,2066.0,-1126.8397
REGION,SDREN,2067.0,-1194.4607
REGION,SDREN,2068.0,-1230.8872
REGION,SDREN,2069.0,-1288.6565
REGION,SDREN,2070.0,-1338.7159
REGION,SSCO2,2015.0,1.8822
REGION,SSCO2,2016.0,1.5837
REGION,SSCO2,2017.0,2.1337
REGION,SSCO2,2018.0,2.6837
REGION,SSCO2,2019.0,3.2337
REGION,SSCO2,2020.0,2.0387
REGION,SSCO2,2021.0,2.1137
REGION,SSCO2,2022.0,2.1938
REGION,SSCO2,2023.0,2.2972
REGION,SSCO2,2024.0,2.2485
REGION,SSCO2,2025.0,2.2814
REGION,SSCO2,2026.0,2.3147
REGION,SSCO2,2027.0,2.3484
REGION,SSCO2,2028.0,2.3824
REGION,SSCO2,2029.0,2.4166
REGION,SSCO2,2030.0,2.4507
REGION,SSCO2,2031.0,2.3614
REGION,SSCO2,2032.0,2.2744
REGION,SSCO2,2033.0,2.1889
REGION,SSCO2,2034.0,2.1048
REGION,SSCO2,2035.0,2.0221
REGION,SSCO2,2036.0,2.02
REGION,SSCO2,2037.0,2.0426
REGION,SSCO2,2038.0,2.074
REGION,SSCO2,2039.0,2.1103
REGION,SSCO2,2040.0,2.1531
REGION,SSCO2,2041.0,2.1719
REGION,SSCO2,2042.0,2.2076
REGION,SSCO2,2043.0,2.1478
REGION,SSCO2,2044.0,2.052
REGION,SSCO2,2045.0,1.9628
REGION,SSCO2,2046.0,1.8787
REGION,SSCO2,2047.0,1.7912
REGION,SSCO2,2048.0,1.7063
REGION,SSCO2,2049.0,1.6253
REGION,SSCO2,2050.0,1.5643
REGION,SSCO2,2051.0,1.5043
REGION,SSCO2,2052.0,1.4496
REGION,SSCO2,2053.0,1.3936
REGION,SSCO2,2054.0,1.3402
REGION,SSCO2,2055.0,1.2687
REGION,SSCO2,2056.0,1.2174
REGION,SSCO2,2057.0,1.1773
REGION,SSCO2,2058.0,1.1457
REGION,SSCO2,2059.0,1.1169
REGION,SSCO2,2060.0,1.09
REGION,SSCO2,2061.0,1.0658
REGION,SSCO2,2062.0,1.0431
REGION,SSCO2,2063.0,1.0205
REGION,SSCO2,2064.0,1.0004
REGION,SSCO2,2065.0,1.0032
REGION,SSCO2,2066.0,1.0083
REGION,SSCO2,2067.0,1.0195
REGION,SSCO2,2068.0,1.0341
REGION,SSCO2,2069.0,1.0458
REGION,SSCO2,2070.0,1.0367
