,y,Coal,Oil,Gas,Hydro,Solar CSP,Solar PV,Wind,Biomass,Coal Production,Crude Oil production,Crude oil Refinery,Natural gas extraction
40,2055.0,58.95,0.0,117.29,8388.14,0.0,0.86,0.06,3.25,0.0,0.0,0.0,0.0
41,2056.0,54.17,0.0,127.41,8388.14,0.0,0.9,0.06,2.0,0.0,0.0,0.0,0.0
42,2057.0,58.95,0.0,127.87,8388.14,0.0,0.91,0.06,2.0,0.0,0.0,0.0,0.0
43,2058.0,63.73,0.0,127.43,8388.14,0.0,0.92,0.06,2.0,0.0,0.0,0.0,0.0
44,2059.0,68.51,0.0,129.54,8388.14,0.02,0.96,0.06,2.0,0.0,0.0,0.0,0.0
45,2060.0,73.29,0.0,132.61,8388.14,0.07,0.97,0.07,2.0,0.0,0.0,0.0,0.0
46,2061.0,74.89,0.0,137.55,8388.14,0.28,0.99,0.07,1.5,0.0,0.0,0.0,0.0
47,2062.0,76.48,0.0,143.12,8388.14,0.51,1.02,0.07,1.0,0.0,0.0,0.0,0.0
48,2063.0,78.07,0.0,148.94,8388.14,0.76,1.04,0.08,0.5,0.0,0.0,0.0,0.0
49,2064.0,79.67,0.0,154.91,8388.14,1.03,1.07,0.08,0.0,0.0,0.0,0.0,0.0
50,2065.0,81.26,0.0,159.16,8388.14,1.74,1.09,0.08,0.0,0.0,0.0,0.0,0.0
51,2066.0,82.85,0.0,162.92,8388.14,2.44,1.11,0.08,0.0,0.0,0.0,0.0,0.0
52,2067.0,84.45,0.0,166.06,8388.14,3.15,1.12,0.08,0.0,0.0,0.0,0.0,0.0
53,2068.0,86.04,0.0,172.21,8388.14,3.46,1.13,0.09,0.0,0.0,0.0,0.0,0.0
54,2069.0,87.63,0.0,179.53,8388.14,3.53,1.17,0.09,0.0,0.0,0.0,0.0,0.0
55,2070.0,89.23,0.0,185.33,8388.14,4.49,1.18,0.09,0.0,0.0,0.0,0.0,0.0
