,y,Amarti-Neshe,Birbir,Baro,Chemoga Yeda,Finchaa,Geba,Genji,Karadobi,Lower Dedessa,Lake Tana - Beles,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Renaissance,Sor,Tis Abay 1,Tekeze 1,Tis Abay 2,Tekeze 2,Tams,Upper Mandaya
22,2037.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
23,2038.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
24,2039.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
25,2040.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
26,2041.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
27,2042.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
28,2043.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
29,2044.0,0.098,0.0,0.645,0.0,0.128,0.372,0.0,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
30,2045.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
31,2046.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
32,2047.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
33,2048.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
34,2049.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
35,2050.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
36,2051.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
37,2052.0,0.098,0.0,0.645,0.0,0.128,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,0.0
38,2053.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
39,2054.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
40,2055.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
41,2056.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
42,2057.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
43,2058.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
44,2059.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
45,2060.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.107,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
46,2061.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.064,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
47,2062.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.064,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
48,2063.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.064,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
49,2064.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.064,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
50,2065.0,0.098,0.0,0.645,0.0,0.0,0.372,0.216,1.6,0.55,0.46,0.064,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
51,2066.0,0.098,0.0,0.645,0.28,0.0,0.372,0.216,1.6,0.55,0.46,0.064,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
52,2067.0,0.098,0.0,0.645,0.28,0.0,0.372,0.216,1.6,0.55,0.46,0.032,3.162,6.4,0.005,0.011,0.3,0.078,0.0,1.0,1.7
53,2068.0,0.098,0.467,0.645,0.28,0.0,0.372,0.216,1.6,0.55,0.46,0.032,3.162,6.4,0.005,0.011,0.3,0.078,0.38,1.0,1.7
54,2069.0,0.098,0.467,0.645,0.28,0.0,0.372,0.216,1.6,0.55,0.46,0.032,3.162,6.4,0.005,0.011,0.3,0.078,0.38,1.0,1.7
55,2070.0,0.098,0.467,0.645,0.28,0.0,0.372,0.216,1.6,0.55,0.46,0.032,3.162,6.4,0.005,0.011,0.3,0.078,0.38,1.0,1.7
