,y,Geothermal power plant - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new),Solar PV (roof top),Solar PV with storage
15,2030.0,0.2040111833085462,0.006,0.12267521964069511,0.22875458360527345,0.0,0.009945,0.14359424542304136,0.0,0.0,0.0
16,2031.0,0.23390303174561783,0.0054,0.12267521964069511,0.22875458360527345,0.0,0.0089505,0.15653026691385172,0.0,0.0,0.0
17,2032.0,0.26475284064636534,0.0048,0.12267521964069511,0.22875458360527345,0.0,0.007956,0.1698642097880829,0.0,0.0,0.0
18,2033.0,0.29742802360662557,0.0042,0.12267521964069511,0.22875458360527345,0.0,0.0069615,0.18445961074299214,0.0,0.0,0.0
19,2034.0,0.33243132699261224,0.0036,0.12267521964069511,0.22875458360527345,0.0,0.005967,0.20008161781816292,0.0,0.0,0.0
20,2035.0,0.3695301854083319,0.003,0.12267521964069511,0.22875458360527345,0.0,0.0049725,0.21717571775763866,0.0,0.0,0.0
21,2036.0,0.4,0.0024,0.12267521964069511,0.22875458360527345,0.0,0.003978,0.2438789272638314,0.0,0.0,0.0
22,2037.0,0.4,0.0018,0.12267521964069511,0.22875458360527345,0.0,0.0029835,0.3019596892275383,0.0,0.0,0.0
23,2038.0,0.4,0.0012,0.12267521964069511,0.22875458360527345,0.0,0.001989,0.35317488588070367,0.010617620266530951,0.0,0.0
24,2039.0,0.4,0.000600000000000001,0.12267521964069511,0.22875458360527345,0.0,0.000994500000000002,0.41988715729156934,0.011626564226468449,0.0,0.0
25,2040.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.4924548427129284,0.011626564226468449,0.0,0.0
26,2041.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.554175062189546,0.011626564226468449,0.0,0.0
27,2042.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6195040229143158,0.011626564226468449,0.0,0.0
28,2043.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6204263793728554,0.011626564226468449,0.0,0.17711957982547652
29,2044.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6204263793728554,0.011626564226468449,0.0,0.3768019623688441
30,2045.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6204263793728554,0.011626564226468449,0.0,0.5882170134468144
31,2046.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6204263793728554,0.011626564226468449,0.0,0.8120538853229379
32,2047.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6204263793728554,0.011626564226468449,0.0,1.0507102244900757
33,2048.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6204263793728554,0.011626564226468449,0.0,1.311701973245181
34,2049.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.6204263793728554,0.011626564226468449,0.0,1.5879782443065706
35,2050.0,0.40000000000000013,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5493260305429489,0.08272691305637525,0.0,1.880404465945175
36,2051.0,0.4000000000000001,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5387151295264456,0.09333781407287862,0.0,2.062027750954865
37,2052.0,0.4000000000000001,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5286108682746816,0.1034420753246426,0.0,2.2498222307989995
38,2053.0,0.4000000000000001,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5165640815682313,0.11548886203109285,0.0,2.4439614184112997
39,2054.0,0.4000000000000001,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5165640815682313,0.11548886203109285,0.0,2.6446149342939083
40,2055.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5165640815682313,0.11548886203109285,0.0,2.851967806765842
41,2056.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5165640815682313,0.11548886203109285,0.0,3.0662254762348353
42,2057.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5165640815682313,0.11548886203109285,0.0,3.287605698420012
43,2058.0,0.39999999999999997,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5165640815682313,0.11548886203109285,0.0,3.5163300218041247
44,2059.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5070334059312235,0.1250195376681005,0.0,3.752623958442732
45,2060.0,0.4,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.495255037794373,0.13679790580495133,0.0,3.99673211775688
46,2061.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.4952550377943724,0.13679790580495133,0.0,4.170702316354756
47,2062.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.4952550377943722,0.13679790580495133,0.0,4.348492190291418
48,2063.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5058726580609031,0.1261802855384204,0.5374937168624265,4.1713726104659425
49,2064.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5068816020208406,0.1251713415784829,1.1148019495112107,3.9716902279225743
50,2065.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5068816020208406,0.1251713415784829,1.7158500266507521,3.7602751768446043
51,2066.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5068816020208406,0.1251713415784829,2.341807650216281,3.536438304968481
52,2067.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5068816020208405,0.1251713415784829,2.996407392808509,3.2977819658013434
53,2068.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5068816020208405,0.1251713415784829,3.691074331164538,3.036790217046238
54,2069.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5068816020208408,0.1251713415784829,4.415425458652507,2.7605139459848482
55,2070.0,0.4000000000000008,0.0,0.12267521964069511,0.22875458360527345,0.0,0.0,0.5068816020208408,0.1251713415784829,5.170927713540729,2.468087724346244
