id;Country;Unit Name;loc_codes;Latitude ;Longitude;Status;Type;Reservoir area (km2);First Year;Capacity (MW);CF_H1D1;CF_H1D2;CF_S1D1;CF_S1D2;CF_H2D1;CF_H2D2;CF_S2D1;CF_S2D2;CF_H3D1;CF_H3D2;CF_S3D1;CF_S3D2;CF_H4D1;CF_H4D2;CF_S4D1;CF_S4D2
40;ETHIOPIA;Finchaa;FC;9.55921;37.36562;Existing;Reservoir;;1973;128;0.39112887;0.39112887;0.31769913;0.122600283;0.5539599;0.5539599;0.26080937;0.078234182;0.501426221;0.501426221;0.290626127;0.120324399;0.396201384;0.396201384;0.363996408;0.135937166
47;ETHIOPIA;Geba;GB;8.31;36.1;Candidate;Reservoir;;2025;372;0.473463141;0.473463141;0.289662484;0.104923209;0.473463141;0.473463141;0.206624901;0.072926951;0.473463141;0.473463141;0.25082502;0.111687833;0.473463141;0.473463141;0.340614227;0.120060761
48;ETHIOPIA;Genji;GJ;8.23;34.96;Candidate;Reservoir;;2025;216;0.176050862;0.176050862;0.312592579;0.07999338;0.971626734;0.971626734;0.252026849;0.067338231;0.698297604;0.698297604;0.293340783;0.09741327;0.053270282;0.053270282;0.359218486;0.094217673
6;ETHIOPIA;Karadobi;KR;10.14;38.34;Candidate;Reservoir;;2026;1600;0.152;0.152;0.341851335;0.12009991;0.97;0.97;0.303714211;0.087546181;0.64;0.64;0.339241851;0.126068371;0.06;0.06;0.377693062;0.130244084
9;ETHIOPIA;Lake Tana - Beles;LT;11.71;37.38;Existing;Reservoir;3600;2010;460;0.464;0.464;0.345440528;0.119542283;0.464;0.464;0.247866413;0.097465532;0.464;0.464;0.315969955;0.141242193;0.464;0.464;0.386511832;0.140750107
52;ETHIOPIA;Lower Dabus;LD;9.792050906;34.82121757;Candidate;Reservoir;;2031;250;0.5;0.5;0.272383275;0.108001524;0.5;0.5;0.24155351;0.066075167;0.5;0.5;0.271966588;0.107280133;0.5;0.5;0.355986003;0.121346692
51;ETHIOPIA;Lower Dedessa;LS;8.96875;36.22893422;Candidate;Reservoir;;2025;550;0.5;0.5;0.32026752;0.104462584;0.5;0.5;0.261104076;0.071898175;0.5;0.5;0.313570615;0.106602142;0.5;0.5;0.378421671;0.115956514
4;ETHIOPIA;Renaissance;RN;11.21;35.09;Existing;Reservoir;1874;2023;6400;0.276;0.276;0.333037837;0.105679169;0.28;0.28;0.277648464;0.06782728;0.28;0.28;0.308511219;0.109189814;0.28;0.28;0.378357538;0.113396364
43;ETHIOPIA;Sor 2;S2;8.223506;35.4934144;Candidate;Reservoir;;2022;5;0.176050862;0.176050862;0.285452571;0.095809535;0.971626734;0.971626734;0.215020552;0.074644783;0.698297604;0.698297604;0.255054188;0.106536991;0.053270282;0.053270282;0.346785388;0.11359698
39;ETHIOPIA;Tams;TM;7.972916667;35.32708333;Candidate;Reservoir;76;2031;1000;0.5;0.5;0.271186421;0.094730189;0.5;0.5;0.19225094;0.070605205;0.5;0.5;0.234211186;0.10729649;0.5;0.5;0.330753717;0.11023679
38;ETHIOPIA;Tekeze 1;T1;13.34763;38.74316;Existing;Reservoir;;2010;300;1;1;0.287426565;0.138854168;1;1;0.262417243;0.114038791;1;1;0.246598323;0.143809536;1;1;0.268179432;0.113901266
37;ETHIOPIA;Tekeze 2;T2;13.790556;37.997222;Candidate;Reservoir;;2025;380;1;1;0.298784334;0.139504074;1;1;0.261416612;0.113896294;1;1;0.286198188;0.152393729;1;1;0.322456063;0.144823195
49;ETHIOPIA;Upper Dabus;UD;9.986011;34.893504;Candidate;Reservoir;;2025;326;0.039472117;0.039472117;0.292096348;0.104071903;0.846361573;0.846361573;0.240395363;0.062626351;0.5321951;0.5321951;0.283774712;0.108681731;0.022890325;0.022890325;0.379132821;0.117723066
5;ETHIOPIA;Upper Mandaya;UM;9.95;35.68;Candidate;Reservoir;;2030;1700;0.050;0.050;0.327569123;0.09733253;0.79;0.79;0.262302015;0.070104277;0.50;0.50;0.321106831;0.102739563;0.03;0.03;0.375963703;0.111860513
28;SOUTH SUDAN;Juba Barrage;JB;4.739242234;31.59791667;Candidate;Reservoir;;2026;120;0.5;0.5;0.31782991;0.091050571;0.5;0.5;0.274287599;0.075601211;0.5;0.5;0.291821084;0.107807576;0.5;0.5;0.361924182;0.105265079
34;SOUTH SUDAN;Wau;WA;7.68;28.05;Candidate;Reservoir;;2030;10.4;0.310294453;0.310294453;0.355364995;0.088994541;0.145436798;0.145436798;0.296346847;0.070238719;0.719049943;0.719049943;0.33079598;0.099134948;0.063152757;0.063152757;0.394324048;0.09488829
17;SUDAN;Dagash;DG;19.34;33.41;Candidate;Reservoir;;2028;312;1.000;1.000;0.406585023;0.133054681;1.00;1.00;0.354513442;0.114087073;1.00;1.00;0.360849304;0.132151495;1.00;1.00;0.406953132;0.123824632
14;SUDAN;Dal;DL;21.37;30.93;Candidate;Reservoir;;2030;648;1.000;1.000;0.425218208;0.12446067;1.00;1.00;0.377714983;0.110272129;1.00;1.00;0.38316936;0.125991419;1.00;1.00;0.407165177;0.113076009
13;SUDAN;Jebel Aulia;JA;15.24;32.46;Existing;Reservoir;1222;2003;19;0.833;0.833;0.394661962;0.119032474;0.78;0.78;0.325284376;0.090738511;0.81;0.81;0.352422354;0.119746911;0.35;0.35;0.419103944;0.11949603
16;SUDAN;Kajbar;KB;19.17;30.48;Candidate;Reservoir;;2024;360;1.000;1.000;0.419969241;0.121893036;1.00;1.00;0.364499185;0.104557962;1.00;1.00;0.379159046;0.122844235;1.00;1.00;0.432801062;0.11744304
35;SUDAN;Kashm El Girba ;KS;14.92;35.91;Existing;Reservoir;;1964;10;0.423353741;0.423353741;0.358287169;0.125921831;1;1;0.308416196;0.104905219;1;1;0.334101056;0.131921597;0.453562006;0.453562006;0.381805381;0.128092863
10;SUDAN;Merowe;MR;18.49;31.82;Existing;Reservoir;476;2009;1240;0.850;0.850;0.413247368;0.127498157;0.92;0.92;0.354717689;0.105177049;0.99;0.99;0.363811059;0.12547244;0.81;0.81;0.41797175;0.121631731
18;SUDAN;Mograt;MG;19.29;32.69;Candidate;Reservoir;;2030;312;0.483;0.483;0.411173067;0.131514969;0.53;0.53;0.357714899;0.112749776;0.54;0.54;0.363487725;0.129727411;0.44;0.44;0.417260917;0.124711865
11;SUDAN;Roseires;RS;11.80;34.39;Existing;Reservoir;233;1966;270;0.500;0.500;0.364343649;0.107080857;0.50;0.50;0.290834034;0.070465028;0.50;0.50;0.331435403;0.105644434;0.50;0.50;0.402022606;0.113192753
19;SUDAN;Sabaloka;SB;16.36;32.71;Candidate;Reservoir;;2030;205;1.000;1.000;0.402528299;0.12766212;1.00;1.00;0.339049765;0.101291637;1.00;1.00;0.350108687;0.125026723;1.00;1.00;0.419564643;0.124365051
12;SUDAN;Sennar;SN;13.30;33.89;Existing;Reservoir;15.2;1962;26;0.500;0.500;0.367136849;0.114052449;0.50;0.50;0.289343044;0.078925713;0.50;0.50;0.33376082;0.114590871;0.50;0.50;0.39572908;0.117331846
15;SUDAN;Shereik;SH;19.23;33.48;Candidate;Reservoir;;2025;420;0.968;0.968;0.403671191;0.132951123;1.00;1.00;0.350340399;0.113667978;1.00;1.00;0.355961047;0.132739617;0.98;0.98;0.406304001;0.124821917
36;SUDAN;Upper Atbara;UA;14.28;35.90;Existing;Reservoir;;2017;320;0.027317155;0.027317155;0.355302618;0.12280474;0.59015231;0.59015231;0.308366572;0.100237762;0.44439081;0.44439081;0.334291981;0.129181535;0.029266361;0.029266361;0.377241228;0.123978404
20;EGYPT;Esna;ES;25.32;32.56;Existing;ROR;;2010;86;0.929;0.929;;;0.929;0.929;;;0.929;0.929;;;0.929;0.929;;
21;EGYPT;Naga Hamadi;NH;26.05;32.25;Existing;ROR;;2010;64;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;
22;EGYPT;New Assiut Barrage;NB;30.00;31.25;Existing;ROR;;2018;31.74;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;
42;ETHIOPIA;Sor;SR;8.39;35.44;Existing;RoR;;2014;5;0.176050862;0.176050862;;;0.971626734;0.971626734;;;0.698297604;0.698297604;;;0.053270282;0.053270282;;
24;ETHIOPIA;Tis Abay 1;T1;11.49;37.59;Existing;ROR;;2000;11;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;
23;ETHIOPIA;Tis Abay 2;T2;11.49;37.6;Existing;ROR;;2010;78;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;;1.000;1.000;;
29;SOUTH SUDAN;Bedden;BD;4.562483333;31.50418333;Candidate;RoR;;2024;570;1;1;;;0.670263074;0.670263074;;;0.915257908;0.915257908;;;0.67857773;0.67857773;;
32;SOUTH SUDAN;Fula;FL;3.954004;31.708496;Candidate;RoR;;2024;890;0.808909948;0.808909948;;;0.234683379;0.234683379;;;0.340127968;0.340127968;;;0.253638812;0.253638812;;
33;SOUTH SUDAN;Fula Small;FS;3.670833336;31.97291667;Committed;RoR;;2025;42;0.808909948;0.808909948;;;0.234683379;0.234683379;;;0.340127968;0.340127968;;;0.253638812;0.253638812;;
30;SOUTH SUDAN;Lakki;LK;4.128655;31.58125;Candidate;RoR;;2024;410;1;1;;;0.662219787;0.662219787;;;0.916078605;0.916078605;;;0.690546351;0.690546351;;
31;SOUTH SUDAN;Shukoli;SL;4.036405666;31.63442767;Candidate;RoR;;2024;235;0.803466447;0.803466447;;;0.231950889;0.231950889;;;0.339396058;0.339396058;;;0.241872627;0.241872627;;
