,y,Coal,Oil,Gas,Hydro,Solar CSP,Solar PV,Wind,Biomass,Coal Production,Crude Oil production,Crude oil Refinery,Natural gas extraction
41,2057.0,58.95,0.0,140.87,8388.14,0.0,0.91,0.07,1.0,0.0,0.0,0.0,0.0
42,2058.0,63.73,0.0,142.8,8388.14,0.0,0.92,0.08,1.0,0.0,0.0,0.0,0.0
43,2059.0,68.51,0.0,144.73,8388.14,0.0,0.96,0.08,1.0,0.0,0.0,0.0,0.0
44,2060.0,73.29,0.0,147.01,8388.14,0.03,0.97,0.08,1.0,0.0,0.0,0.0,0.0
45,2061.0,74.89,0.0,151.92,8388.14,0.19,0.99,0.08,1.0,0.0,0.0,0.0,0.0
46,2062.0,76.48,0.0,157.05,8388.14,0.37,1.02,0.08,1.0,0.0,0.0,0.0,0.0
47,2063.0,78.07,0.0,162.39,8388.14,0.57,1.04,0.09,1.0,0.0,0.0,0.0,0.0
48,2064.0,79.67,0.0,167.96,8388.14,0.83,1.07,0.09,0.5,0.0,0.0,0.0,0.0
49,2065.0,81.26,0.0,171.26,8388.14,1.53,1.09,0.09,0.0,0.0,0.0,0.0,0.0
50,2066.0,82.85,0.0,174.95,8388.14,2.24,1.11,0.1,0.0,0.0,0.0,0.0,0.0
51,2067.0,84.45,0.0,178.68,8388.14,2.95,1.12,0.1,0.0,0.0,0.0,0.0,0.0
52,2068.0,86.04,0.0,181.84,8388.14,3.46,1.13,0.1,0.0,0.0,0.0,0.0,0.0
53,2069.0,87.63,0.0,188.95,8388.14,3.53,1.17,0.11,0.0,0.0,0.0,0.0,0.0
54,2070.0,89.23,0.0,193.35,8388.14,4.49,1.18,0.11,0.0,0.0,0.0,0.0,0.0
