,y,Amarti-Neshe,Baro,Finchaa,Lake Tana - Beles,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Renaissance,Sor,Tis Abay 1,Tekeze 1,Tis Abay 2,Tekeze 2
46,2061,15.2434,312.5223,0.0,80.3251,17.9439,847.6011,792.3599,0.5084,4.1116,168.3539,34.6986,143.0075
47,2062,12.0049,237.4321,0.0,89.5488,15.7652,814.1466,1003.1079,0.5084,2.846,168.3539,43.8717,98.3177
48,2063,12.0049,312.5223,0.0,79.7794,17.9987,840.2168,834.505,0.5084,2.846,189.0626,55.3183,143.0075
49,2064,12.0049,272.9902,0.0,79.7794,17.9987,823.1986,846.9091,0.5084,2.846,168.3539,34.7983,143.0075
50,2065,12.0049,207.1034,0.0,55.2235,17.9987,804.997,1027.1858,0.5084,2.846,203.2519,29.3542,143.0075
51,2066,17.4617,301.6189,0.0,79.7794,17.9987,850.1033,663.416,0.5084,2.846,147.4152,47.4014,187.2116
52,2067,20.6646,324.0934,0.0,94.5129,4.1397,728.2152,820.278,0.5084,2.846,212.7626,29.3542,212.7626
53,2068,12.0049,290.8831,0.0,104.6081,4.1397,708.2514,918.3505,0.5084,2.846,182.3131,29.3542,169.0442
54,2069,17.3313,132.0132,0.0,94.7858,3.0107,606.8662,1266.3255,0.4463,3.3494,168.1238,38.4277,143.0075
55,2070,26.0621,132.0132,0.0,119.7237,3.0107,673.1571,1126.8077,0.4463,4.1313,189.4461,34.7983,143.0075
