,y,Coal power plant - OTF/OTS cooling (new),Oil fired gas turbine (SCGT) - Air cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Oil fired gas turbine (SCGT) - MDT cooling (old),Oil fired gas turbine (SCGT) - OTF/OTS cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (new),Light Fuel Oil power plant - OTF/OTS cooling (old),Natural gas power plant (combined cycle) - Air cooling (new),Natural gas power plant (combined cycle) - Air cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (combined cycle) - MDT cooling (old),Natural gas power plant (combined cycle) - OTF/OTS cooling (new),Natural gas power plant (combined cycle) - OTF/OTS cooling (old),Natural gas power plant (single cycle) - MDT cooling (old),Natural gas power plant (single cycle) - OTF/OTS cooling (new),Natural gas power plant (single cycle) - OTF/OTS cooling (old)
24,2039.0,10.0,1.0,0.007005,1.0,0.00605000000000001,0.0506134500000001,0.872,0.0148296,4.362331849294292,0.11025,10.6,0.038038,8.278387430784356,0.529039000000001,0.1164025,4.88,0.60615095
25,2040.0,11.0,1.0,0.0,0.0,0.0,0.0,0.522,0.0,5.362331849294292,0.0,11.6,0.0,9.278387430784358,0.0,0.0,3.644078716067254,0.0
26,2041.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862331849294292,0.0,11.988737229370628,0.0,9.831043456418376,0.0,0.0,2.9940787160672535,0.0
27,2042.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862331849294292,0.0,11.988737229370628,0.0,9.834131743927434,0.0,0.0,3.441594016248221,0.0
28,2043.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.999019014299193,0.0,11.988737229370628,0.0,10.38249417603261,0.0,0.0,2.9915940162482206,0.0
29,2044.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.999019014299193,0.0,11.988737229370628,0.0,11.655412985363668,0.0,0.0,3.0974550706757453,0.0
30,2045.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.399019014299193,0.0,13.488737229370628,0.0,12.087695863658707,0.0,0.0,3.0974550706757453,0.0
31,2046.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06868070996382,0.0,14.659596420381414,0.0,13.087695863658707,0.0,0.0,3.0974550706757453,0.0
32,2047.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.568680709963818,0.0,16.159596420381412,0.0,13.837695863658707,0.0,0.0,4.597455070675745,0.0
33,2048.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.068680709963818,0.0,8.059596420381412,0.0,10.537695863658707,0.0,0.0,6.097455070675745,0.0
34,2049.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.568680709963818,0.0,9.559596420381414,0.0,11.209043157946839,0.0,0.0,6.097455070675745,0.0
35,2050.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.846828312897578,0.0,9.559596420381414,0.0,12.709043157946839,0.0,0.0,6.097455070675745,0.0
36,2051.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.140168553314885,0.0,11.059596420381414,0.0,12.709043157946839,0.0,0.0,6.097455070675745,0.0
37,2052.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.241254047286372,0.0,11.748951059558182,0.0,12.709043157946839,0.0,0.0,6.097455070675745,0.0
38,2053.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.601053603773485,0.0,11.748951059558182,0.0,14.209043157946839,0.0,0.0,6.097455070675745,0.0
39,2054.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.037019615876387,0.0,13.248951059558182,0.0,14.209043157946839,0.0,0.0,6.097455070675745,0.0
40,2055.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53701961587639,0.0,13.917135966546123,0.0,15.709043157946839,0.0,0.0,6.097455070675745,0.0
41,2056.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.719861365072912,0.0,15.417135966546123,0.0,17.209043157946837,0.0,0.0,6.097455070675745,0.0
42,2057.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.719861365072912,0.0,16.698750898668695,0.0,17.209043157946837,0.0,0.0,6.097455070675745,0.0
43,2058.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.826633136856955,0.0,16.698750898668695,0.0,17.209043157946837,0.0,0.0,6.097455070675745,0.0
44,2059.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.826633136856955,0.0,16.698750898668695,0.0,18.22138849792913,0.0,0.0,6.097455070675745,0.0
45,2060.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.826633136856955,0.0,16.698750898668695,0.0,19.684743786440496,0.0,0.0,6.097455070675745,0.0
46,2061.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.286585046627348,0.0,16.698750898668695,0.0,19.684743786440496,0.0,0.0,6.121215161816349,0.0
47,2062.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.286585046627348,0.0,19.00786949774787,0.0,19.684743786440496,0.0,0.0,6.50604303754155,0.0
48,2063.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.286585046627348,0.0,19.00786949774787,0.0,22.082787654777793,0.0,0.0,6.947320215471079,0.0
49,2064.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.30375626505379,0.0,21.50786949774787,0.0,22.082787654777793,0.0,0.0,7.220746011959175,0.0
50,2065.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.684266369643936,0.0,21.50786949774787,0.0,24.582787654777793,0.0,0.0,7.116804860254896,0.0
51,2066.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.158781018690746,0.0,21.50786949774787,0.0,23.776940180896528,0.0,0.0,7.116804860254896,0.0
52,2067.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.206734852756846,0.0,22.04392042453358,0.0,26.276940180896528,0.0,0.0,6.6508110417892805,0.0
53,2068.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.206734852756846,0.0,23.632176398189472,0.0,28.604400223993437,0.0,0.0,6.806610269697005,0.0
54,2069.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7475245739735,0.0,25.13217639818947,0.0,28.832727765213086,0.0,0.0,7.046212599002303,0.0
55,2070.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7475245739735,0.0,26.47928263941095,0.0,30.332727765213086,0.0,0.0,7.394250963084991,0.0
