"TECHNOLOGY","VALUE"
"ETNGGCP03N","31.536"
"ETNGGCP04N","31.536"
"ETHFGCP01O","31.536"
"ETHFGCP02O","31.536"
"ETHFGCP03O","31.536"
"ETHFGCP04O","31.536"
"ETHFGCP01N","31.536"
"ETHFGCP02N","31.536"
"ETHFGCP03N","31.536"
"ETHFGCP04N","31.536"
"ETHYDMS03X","31.536"
"ETHYDMS02X","31.536"
"ETHYDMS01X","31.536"
"ETWINDP00X","31.536"
"ETWINDP01X","31.536"
"ETNULWP04O","31.536"
"ETNULWP04N","31.536"
"ETGOCVP02O","31.536"
"ETGOCVP02N","31.536"
"ETEL00T00X","31.536"
"ETEL00TDTX","31.536"
"ETLFRCFURX","31.536"
"ETSOU1P03X","31.536"
"ETSOV1F01X","31.536"
"ETSOV2F01X","31.536"
"ETSOC1P00X","31.536"
"ETSOC2P00X","31.536"
"SDBACKSTOP","31.536"
"SDBMCHC01N","31.536"
"SDBMCHC02N","31.536"
"SDBMCHC03N","31.536"
"SDBMCHC04N","31.536"
"SDBMCHP01O","31.536"
"SDBMCHP02O","31.536"
"SDBMCHP03O","31.536"
"SDBMCHP04O","31.536"
"SDBMCHP01N","31.536"
"SDBMCHP02N","31.536"
"SDBMCHP03N","31.536"
"SDBMCHP04N","31.536"
"SDCOSCP01O","31.536"
"SDCOSCP02O","31.536"
"SDCOSCP03O","31.536"
"SDCOSCP04O","31.536"
"SDCOSCP01N","31.536"
"SDCOSCP02N","31.536"
"SDCOSCP03N","31.536"
"SDCOSCP04N","31.536"
"SDCOSCC01N","31.536"
"SDCOSCC02N","31.536"
"SDCOSCC03N","31.536"
"SDCOSCC04N","31.536"
"SDLFRCP01O","31.536"
"SDLFRCP02O","31.536"
"SDLFRCP03O","31.536"
"SDLFRCP04O","31.536"
"SDLFRCP01N","31.536"
"SDLFRCP02N","31.536"
"SDLFRCP03N","31.536"
"SDLFRCP04N","31.536"
"SDNGCCP01O","31.536"
"SDNGCCP02O","31.536"
"SDNGCCP03O","31.536"
"SDNGCCP04O","31.536"
"SDNGCCP01N","31.536"
"SDNGCCP02N","31.536"
"SDNGCCP03N","31.536"
"SDNGCCP04N","31.536"
"SDNGCCC01N","31.536"
"SDNGCCC02N","31.536"
"SDNGCCC03N","31.536"
"SDNGCCC04N","31.536"
"SDNGGCP01O","31.536"
"SDNGGCP02O","31.536"
"SDNGGCP03O","31.536"
"SDNGGCP04O","31.536"
"SDNGGCP01N","31.536"
"SDNGGCP02N","31.536"
"SDNGGCP03N","31.536"
"SDNGGCP04N","31.536"
"SDHFGCP01O","31.536"
"SDHFGCP02O","31.536"
"SDHFGCP03O","31.536"
"SDHFGCP04O","31.536"
"SDHFGCP01N","31.536"
"SDHFGCP02N","31.536"
"SDHFGCP03N","31.536"
"SDHFGCP04N","31.536"
"SDWINDP00X","31.536"
"SDWINDP01X","31.536"
"SDNULWP04O","31.536"
"SDNULWP04N","31.536"
"SDGOCVP02O","31.536"
"SDGOCVP02N","31.536"
"SDEL00T00X","31.536"
"SDEL00TDTX","31.536"
"SDLFRCFURX","31.536"
"SDSOU1P03X","31.536"
"SDSOV1F01X","31.536"
"SDSOV2F01X","31.536"
"SDSOC1P00X","31.536"
"SDSOC2P00X","31.536"
"ETELKEBP00","31.536"
"ETELDJBP00","31.536"
"ETELSDBP00","31.536"
"SSBACKSTOP","31.536"
"SSWA00000X","1"
"SSFW00P00X","1"
"SSCO00P00X","1"
"SSLF00P00X","1"
"SSHF00P00X","1"
"SSCR00P00X","1"
"SSNG00P00X","1"
"SSBM00I00X","1"
"SSBM00X00X","1"
"SSCO00I00X","1"
"SSCO00X00X","1"
"SSLF00I00X","1"
"SSHF00I00X","1"
"SSCR00I00X","1"
"SSCR00X00X","1"
"SSCRUDPROX","1"
"SSCRUDRE1X","1"
"SSCRUDRE2X","1"
"SSNG00ILGX","1"
"SSNG00ELGX","1"
"SSNG00X00X","1"
"SSSOLAR00X","1"
"SSWIND000X","1"
"SSUR00I00X","1"
"SSUR00X00X","1"
"SSCH00I00X","1"
"SSETHANOLX","1"
"SSBMCHC01N","31.536"
"SSBMCHC02N","31.536"
"SSBMCHC03N","31.536"
"SSBMCHC04N","31.536"
"SSBMCHP01O","31.536"
"SSBMCHP02O","31.536"
"SSBMCHP03O","31.536"
"SSBMCHP04O","31.536"
"SSBMCHP01N","31.536"
"SSBMCHP02N","31.536"
"SSBMCHP03N","31.536"
"SSBMCHP04N","31.536"
"SSCOSCP01O","31.536"
"SSCOSCP02O","31.536"
"SSCOSCP03O","31.536"
"SSCOSCP04O","31.536"
"SSCOSCP01N","31.536"
"SSCOSCP02N","31.536"
"SSCOSCP03N","31.536"
"SSCOSCP04N","31.536"
"SSCOSCC01N","31.536"
"SSCOSCC02N","31.536"
"SSCOSCC03N","31.536"
"SSCOSCC04N","31.536"
"SSLFRCP01O","31.536"
"SSLFRCP02O","31.536"
"SSLFRCP03O","31.536"
"SSLFRCP04O","31.536"
"SSLFRCP01N","31.536"
"SSLFRCP02N","31.536"
"SSLFRCP03N","31.536"
"SSLFRCP04N","31.536"
"SSNGCCP01O","31.536"
"SSNGCCP02O","31.536"
"SSNGCCP03O","31.536"
"SSNGCCP04O","31.536"
"SSNGCCP01N","31.536"
"SSNGCCP02N","31.536"
"SSNGCCP03N","31.536"
"SSNGCCP04N","31.536"
"SSNGCCC01N","31.536"
"SSNGCCC02N","31.536"
"SSNGCCC03N","31.536"
"SSNGCCC04N","31.536"
"SSNGGCP01O","31.536"
"SSNGGCP02O","31.536"
"SSNGGCP03O","31.536"
"SSNGGCP04O","31.536"
"SSNGGCP01N","31.536"
"SSNGGCP02N","31.536"
"SSNGGCP03N","31.536"
"SSNGGCP04N","31.536"
"SSHFGCP01O","31.536"
"SSHFGCP02O","31.536"
"SSHFGCP03O","31.536"
"SSHFGCP04O","31.536"
"SSHFGCP01N","31.536"
"SSHFGCP02N","31.536"
"SSHFGCP03N","31.536"
"SSHFGCP04N","31.536"
"SSWINDP00X","31.536"
"SSWINDP01X","31.536"
"SSNULWP04O","31.536"
"SSNULWP04N","31.536"
"SSGOCVP02O","31.536"
"SSGOCVP02N","31.536"
"SSNPCHA00X","1"
"SSBIOFUELX","1"
"SSHE00T00X","1"
"SSEL00T00X","31.536"
"SSEL00TDTX","31.536"
"SSLFRCFURX","31.536"
"SSSOU1P03X","31.536"
"SSSOV1F01X","31.536"
"SSSOV2F01X","31.536"
"SSSOC1P00X","31.536"
"SSSOC2P00X","31.536"
"EGCO00E00X","1"
"EGCR00E00X","1"
"SSCR00E00X","1"
"SDCR00E00X","1"
"EGLF00E00X","1"
"EGHF00E00X","1"
"SDLF00E00X","1"
"SDHF00E00X","1"
"EGBM00E00X","1"
"EGHYDA1S03","31.536"
"EGHYDA2S03","31.536"
"EGHYDHAS03","31.536"
"ETHYDAES03","31.536"
"ETHYDAWS03","31.536"
"ETHYDANS02","31.536"
"ETHYDBRS03","31.536"
"ETHYDBAS03","31.536"
"ETHYDBBS03","31.536"
"ETHYDCYS03","31.536"
"ETHYDFCS03","31.536"
"ETHYDGBS03","31.536"
"ETHYDGJS03","31.536"
"ETHYDKRS03","31.536"
"ETHYDLTS03","31.536"
"ETHYDLDS03","31.536"
"ETHYDLSS03","31.536"
"ETHYDRNS03","31.536"
"ETHYDTMS03","31.536"
"ETHYDT1S03","31.536"
"ETHYDT2S03","31.536"
"ETHYDUDS03","31.536"
"ETHYDUMS03","31.536"
"SSHYDJBS03","31.536"
"SSHYDWAS02","31.536"
"SDHYDDGS03","31.536"
"SDHYDDLS03","31.536"
"SDHYDJAS02","31.536"
"SDHYDKBS03","31.536"
"SDHYDKSS02","31.536"
"SDHYDMRS03","31.536"
"SDHYDMGS03","31.536"
"SDHYDRSS03","31.536"
"SDHYDSBS03","31.536"
"SDHYDSNS02","31.536"
"SDHYDSHS03","31.536"
"SDHYDUAS03","31.536"
"EGHYDESS02","31.536"
"EGHYDNHS02","31.536"
"EGHYDNBS02","31.536"
"ETHYDSRS02","31.536"
"ETHYDT1S02","31.536"
"ETHYDT2S02","31.536"
"SSHYDBDS03","31.536"
"SSHYDFLS03","31.536"
"SSHYDFSS02","31.536"
"SSHYDLKS03","31.536"
"SSHYDSLS03","31.536"
"EGSOFPVA13","31.536"
"EGSOFPVA23","31.536"
"EGSOFPVHA3","31.536"
"ETSOFPVAE3","31.536"
"ETSOFPVAW3","31.536"
"ETSOFPVAN3","31.536"
"ETSOFPVBR3","31.536"
"ETSOFPVBA3","31.536"
"ETSOFPVBB3","31.536"
"ETSOFPVCY3","31.536"
"ETSOFPVFC3","31.536"
"ETSOFPVGB3","31.536"
"ETSOFPVGJ3","31.536"
"ETSOFPVKR3","31.536"
"ETSOFPVLT3","31.536"
"ETSOFPVLD3","31.536"
"ETSOFPVLS3","31.536"
"ETSOFPVRN3","31.536"
"ETSOFPVTM3","31.536"
"ETSOFPVT13","31.536"
"ETSOFPVT23","31.536"
"ETSOFPVUD3","31.536"
"ETSOFPVUM3","31.536"
"SSSOFPVJB3","31.536"
"SSSOFPVWA3","31.536"
"SDSOFPVDG3","31.536"
"SDSOFPVDL3","31.536"
"SDSOFPVJA3","31.536"
"SDSOFPVKB3","31.536"
"SDSOFPVKS3","31.536"
"SDSOFPVMR3","31.536"
"SDSOFPVMG3","31.536"
"SDSOFPVRS3","31.536"
"SDSOFPVSB3","31.536"
"SDSOFPVSN3","31.536"
"SDSOFPVSH3","31.536"
"SDSOFPVUA3","31.536"
