r,e,y,AnnualEmissions
REGION,EGREN,2020.0,0.0
REGION,EGREN,2021.0,-0.0
REGION,EGREN,2022.0,-0.0
REGION,EGREN,2023.0,-0.0
REGION,EGREN,2024.0,-9.3582
REGION,EGREN,2025.0,-26.0369
REGION,EGREN,2026.0,-11.5283
REGION,EGREN,2027.0,-30.5992
REGION,EGREN,2028.0,-61.1559
REGION,EGREN,2029.0,-90.9347
REGION,EGREN,2030.0,-158.9509
REGION,EGREN,2031.0,-178.5879
REGION,EGREN,2032.0,-195.6479
REGION,EGREN,2033.0,-233.2881
REGION,EGREN,2034.0,-246.2158
REGION,EGREN,2035.0,-275.0563
REGION,EGREN,2036.0,-301.6127
REGION,EGREN,2037.0,-367.0819
REGION,EGREN,2038.0,-434.8926
REGION,EGREN,2039.0,-489.268
REGION,EGREN,2040.0,-532.6101
REGION,EGREN,2041.0,-631.1649
REGION,EGREN,2042.0,-730.2294
REGION,EGREN,2043.0,-799.0584
REGION,EGREN,2044.0,-883.6315
REGION,EGREN,2045.0,-964.9532
REGION,EGREN,2046.0,-967.0507
REGION,EGREN,2047.0,-1027.8608
REGION,EGREN,2048.0,-1105.496
REGION,EGREN,2049.0,-1170.2657
REGION,EGREN,2050.0,-1303.3455
REGION,EGREN,2051.0,-1479.4599
REGION,EGREN,2052.0,-1655.1685
REGION,EGREN,2053.0,-1838.8392
REGION,EGREN,2054.0,-2116.9658
REGION,EGREN,2055.0,-2311.0191
REGION,EGREN,2056.0,-2465.0386
REGION,EGREN,2057.0,-2629.3654
REGION,EGREN,2058.0,-2793.0494
REGION,EGREN,2059.0,-2851.2092
REGION,EGREN,2060.0,-2906.5293
REGION,EGREN,2061.0,-2992.6311
REGION,EGREN,2062.0,-3077.0656
REGION,EGREN,2063.0,-3167.348
REGION,EGREN,2064.0,-3255.6797
REGION,EGREN,2065.0,-3341.4839
REGION,EGREN,2066.0,-3356.0925
REGION,EGREN,2067.0,-3382.5446
REGION,EGREN,2068.0,-3438.6928
REGION,EGREN,2069.0,-3541.7148
REGION,EGREN,2070.0,-3596.9217
REGION,ETCO2,2015.0,10.5725
REGION,ETCO2,2016.0,11.5943
REGION,ETCO2,2017.0,12.5691
REGION,ETCO2,2018.0,13.9777
REGION,ETCO2,2019.0,17.2676
REGION,ETCO2,2020.0,22.6216
REGION,ETCO2,2021.0,23.5358
REGION,ETCO2,2022.0,24.8992
REGION,ETCO2,2023.0,20.522
REGION,ETCO2,2024.0,20.9047
REGION,ETCO2,2025.0,22.1817
REGION,ETCO2,2026.0,23.7416
REGION,ETCO2,2027.0,25.074
REGION,ETCO2,2028.0,27.0414
REGION,ETCO2,2029.0,29.2269
REGION,ETCO2,2030.0,31.6573
REGION,ETCO2,2031.0,31.4713
REGION,ETCO2,2032.0,31.554
REGION,ETCO2,2033.0,31.2957
REGION,ETCO2,2034.0,31.2473
REGION,ETCO2,2035.0,31.7082
REGION,ETCO2,2036.0,31.7408
REGION,ETCO2,2037.0,31.8425
REGION,ETCO2,2038.0,31.8644
REGION,ETCO2,2039.0,32.106
REGION,ETCO2,2040.0,32.2525
REGION,ETCO2,2041.0,31.1512
REGION,ETCO2,2042.0,30.1835
REGION,ETCO2,2043.0,29.1437
REGION,ETCO2,2044.0,28.2961
REGION,ETCO2,2045.0,27.5647
REGION,ETCO2,2046.0,26.8117
REGION,ETCO2,2047.0,26.1308
REGION,ETCO2,2048.0,25.4522
REGION,ETCO2,2049.0,25.6144
REGION,ETCO2,2050.0,25.8462
REGION,ETCO2,2051.0,25.2996
REGION,ETCO2,2052.0,24.7738
REGION,ETCO2,2053.0,24.256
REGION,ETCO2,2054.0,23.7034
REGION,ETCO2,2055.0,23.2421
REGION,ETCO2,2056.0,22.8319
REGION,ETCO2,2057.0,22.4271
REGION,ETCO2,2058.0,21.8754
REGION,ETCO2,2059.0,21.5676
REGION,ETCO2,2060.0,21.0605
REGION,ETCO2,2061.0,20.6278
REGION,ETCO2,2062.0,20.3615
REGION,ETCO2,2063.0,20.1685
REGION,ETCO2,2064.0,19.9186
REGION,ETCO2,2065.0,19.632
REGION,ETCO2,2066.0,19.0616
REGION,ETCO2,2067.0,18.5676
REGION,ETCO2,2068.0,18.4863
REGION,ETCO2,2069.0,17.6818
REGION,ETCO2,2070.0,17.3961
REGION,RSACO,2015.0,27.3558
REGION,RSACO,2016.0,30.1428
REGION,RSACO,2017.0,30.5775
REGION,RSACO,2018.0,32.0371
REGION,RSACO,2019.0,35.3813
REGION,RSACO,2020.0,39.0723
REGION,RSACO,2021.0,50.6147
REGION,RSACO,2022.0,52.5316
REGION,RSACO,2023.0,43.6566
REGION,RSACO,2024.0,40.8808
REGION,RSACO,2025.0,79.839
REGION,RSACO,2026.0,79.118
REGION,RSACO,2027.0,80.86
REGION,RSACO,2028.0,83.198
REGION,RSACO,2029.0,48.5742
REGION,RSACO,2030.0,51.1782
REGION,RSACO,2031.0,51.2315
REGION,RSACO,2032.0,52.1067
REGION,RSACO,2033.0,54.9232
REGION,RSACO,2034.0,55.4627
REGION,RSACO,2035.0,55.703
REGION,RSACO,2036.0,56.2872
REGION,RSACO,2037.0,61.4767
REGION,RSACO,2038.0,72.1058
REGION,RSACO,2039.0,78.308
REGION,RSACO,2040.0,86.5113
REGION,RSACO,2041.0,85.9096
REGION,RSACO,2042.0,84.6817
REGION,RSACO,2043.0,83.3466
REGION,RSACO,2044.0,82.2762
REGION,RSACO,2045.0,83.2287
REGION,RSACO,2046.0,85.5336
REGION,RSACO,2047.0,86.2706
REGION,RSACO,2048.0,85.3626
REGION,RSACO,2049.0,86.2006
REGION,RSACO,2050.0,87.7061
REGION,RSACO,2051.0,88.6552
REGION,RSACO,2052.0,87.9143
REGION,RSACO,2053.0,87.3267
REGION,RSACO,2054.0,86.7245
REGION,RSACO,2055.0,85.7854
REGION,RSACO,2056.0,84.4257
REGION,RSACO,2057.0,83.6496
REGION,RSACO,2058.0,83.4381
REGION,RSACO,2059.0,83.7583
REGION,RSACO,2060.0,82.433
REGION,RSACO,2061.0,81.409
REGION,RSACO,2062.0,80.5062
REGION,RSACO,2063.0,79.633
REGION,RSACO,2064.0,78.6791
REGION,RSACO,2065.0,76.9217
REGION,RSACO,2066.0,73.2414
REGION,RSACO,2067.0,75.1787
REGION,RSACO,2068.0,74.8283
REGION,RSACO,2069.0,71.5901
REGION,RSACO,2070.0,67.9455
REGION,SDCO2,2015.0,14.901
REGION,SDCO2,2016.0,16.8646
REGION,SDCO2,2017.0,15.8702
REGION,SDCO2,2018.0,15.4666
REGION,SDCO2,2019.0,15.0665
REGION,SDCO2,2020.0,14.6664
REGION,SDCO2,2021.0,25.0918
REGION,SDCO2,2022.0,25.6005
REGION,SDCO2,2023.0,21.0414
REGION,SDCO2,2024.0,18.5504
REGION,SDCO2,2025.0,56.3832
REGION,SDCO2,2026.0,54.0899
REGION,SDCO2,2027.0,54.4851
REGION,SDCO2,2028.0,54.8304
REGION,SDCO2,2029.0,17.9886
REGION,SDCO2,2030.0,18.1226
REGION,SDCO2,2031.0,18.3071
REGION,SDCO2,2032.0,19.0314
REGION,SDCO2,2033.0,22.0305
REGION,SDCO2,2034.0,22.5387
REGION,SDCO2,2035.0,22.2283
REGION,SDCO2,2036.0,22.6815
REGION,SDCO2,2037.0,27.6586
REGION,SDCO2,2038.0,38.1496
REGION,SDCO2,2039.0,44.8742
REGION,SDCO2,2040.0,52.9047
REGION,SDCO2,2041.0,53.374
REGION,SDCO2,2042.0,53.0631
REGION,SDCO2,2043.0,52.6893
REGION,SDCO2,2044.0,52.3681
REGION,SDCO2,2045.0,53.9507
REGION,SDCO2,2046.0,56.9902
REGION,SDCO2,2047.0,58.3906
REGION,SDCO2,2048.0,58.1404
REGION,SDCO2,2049.0,58.7937
REGION,SDCO2,2050.0,60.0449
REGION,SDCO2,2051.0,61.5259
REGION,SDCO2,2052.0,61.3265
REGION,SDCO2,2053.0,61.2694
REGION,SDCO2,2054.0,61.2286
REGION,SDCO2,2055.0,60.8727
REGION,SDCO2,2056.0,59.9373
REGION,SDCO2,2057.0,59.5781
REGION,SDCO2,2058.0,59.927
REGION,SDCO2,2059.0,60.5609
REGION,SDCO2,2060.0,59.7521
REGION,SDCO2,2061.0,59.1678
REGION,SDCO2,2062.0,58.5397
REGION,SDCO2,2063.0,57.8673
REGION,SDCO2,2064.0,57.1556
REGION,SDCO2,2065.0,55.6769
REGION,SDCO2,2066.0,52.5601
REGION,SDCO2,2067.0,54.992
REGION,SDCO2,2068.0,54.7208
REGION,SDCO2,2069.0,52.2849
REGION,SDCO2,2070.0,48.9183
REGION,SDREN,2015.0,0.0
REGION,SDREN,2016.0,0.0
REGION,SDREN,2017.0,0.0
REGION,SDREN,2018.0,0.0
REGION,SDREN,2019.0,0.0
REGION,SDREN,2020.0,0.0
REGION,SDREN,2021.0,-1351.6744
REGION,SDREN,2022.0,-612.4457
REGION,SDREN,2023.0,-389.8333
REGION,SDREN,2024.0,-379.3535
REGION,SDREN,2025.0,-364.4659
REGION,SDREN,2026.0,-328.0224
REGION,SDREN,2027.0,-279.1555
REGION,SDREN,2028.0,-263.7701
REGION,SDREN,2029.0,-221.2263
REGION,SDREN,2030.0,-268.7135
REGION,SDREN,2031.0,-286.6528
REGION,SDREN,2032.0,-305.7036
REGION,SDREN,2033.0,-299.7429
REGION,SDREN,2034.0,-323.6578
REGION,SDREN,2035.0,-320.3636
REGION,SDREN,2036.0,-339.472
REGION,SDREN,2037.0,-342.0752
REGION,SDREN,2038.0,-322.4345
REGION,SDREN,2039.0,-320.7061
REGION,SDREN,2040.0,-315.1128
REGION,SDREN,2041.0,-339.6732
REGION,SDREN,2042.0,-367.6007
REGION,SDREN,2043.0,-399.0077
REGION,SDREN,2044.0,-430.5898
REGION,SDREN,2045.0,-446.4252
REGION,SDREN,2046.0,-449.0174
REGION,SDREN,2047.0,-466.1468
REGION,SDREN,2048.0,-506.8701
REGION,SDREN,2049.0,-538.5804
REGION,SDREN,2050.0,-556.0074
REGION,SDREN,2051.0,-574.2789
REGION,SDREN,2052.0,-599.6368
REGION,SDREN,2053.0,-622.63
REGION,SDREN,2054.0,-644.7339
REGION,SDREN,2055.0,-673.7986
REGION,SDREN,2056.0,-714.708
REGION,SDREN,2057.0,-745.5998
REGION,SDREN,2058.0,-764.9507
REGION,SDREN,2059.0,-785.6399
REGION,SDREN,2060.0,-829.6654
REGION,SDREN,2061.0,-859.6345
REGION,SDREN,2062.0,-891.1996
REGION,SDREN,2063.0,-924.3744
REGION,SDREN,2064.0,-959.09
REGION,SDREN,2065.0,-1003.2797
REGION,SDREN,2066.0,-1086.9934
REGION,SDREN,2067.0,-1105.5928
REGION,SDREN,2068.0,-1152.5491
REGION,SDREN,2069.0,-1217.5757
REGION,SDREN,2070.0,-1281.5579
REGION,SSCO2,2015.0,1.8822
REGION,SSCO2,2016.0,1.6839
REGION,SSCO2,2017.0,2.1383
REGION,SSCO2,2018.0,2.5928
REGION,SSCO2,2019.0,3.0472
REGION,SSCO2,2020.0,1.7843
REGION,SSCO2,2021.0,1.8237
REGION,SSCO2,2022.0,1.8684
REGION,SSCO2,2023.0,1.9297
REGION,SSCO2,2024.0,1.2623
REGION,SSCO2,2025.0,1.2741
REGION,SSCO2,2026.0,1.2865
REGION,SSCO2,2027.0,1.3009
REGION,SSCO2,2028.0,1.3262
REGION,SSCO2,2029.0,1.3588
REGION,SSCO2,2030.0,1.3984
REGION,SSCO2,2031.0,1.4532
REGION,SSCO2,2032.0,1.5214
REGION,SSCO2,2033.0,1.597
REGION,SSCO2,2034.0,1.6767
REGION,SSCO2,2035.0,1.7665
REGION,SSCO2,2036.0,1.8649
REGION,SSCO2,2037.0,1.9756
REGION,SSCO2,2038.0,2.0918
REGION,SSCO2,2039.0,1.3279
REGION,SSCO2,2040.0,1.3541
REGION,SSCO2,2041.0,1.3844
REGION,SSCO2,2042.0,1.4351
REGION,SSCO2,2043.0,1.5136
REGION,SSCO2,2044.0,1.6121
REGION,SSCO2,2045.0,1.7132
REGION,SSCO2,2046.0,1.7318
REGION,SSCO2,2047.0,1.7492
REGION,SSCO2,2048.0,1.77
REGION,SSCO2,2049.0,1.7924
REGION,SSCO2,2050.0,1.8151
REGION,SSCO2,2051.0,1.8297
REGION,SSCO2,2052.0,1.814
REGION,SSCO2,2053.0,1.8013
REGION,SSCO2,2054.0,1.7925
REGION,SSCO2,2055.0,1.6707
REGION,SSCO2,2056.0,1.6566
REGION,SSCO2,2057.0,1.6443
REGION,SSCO2,2058.0,1.6357
REGION,SSCO2,2059.0,1.6298
REGION,SSCO2,2060.0,1.6204
REGION,SSCO2,2061.0,1.6133
REGION,SSCO2,2062.0,1.6051
REGION,SSCO2,2063.0,1.5972
REGION,SSCO2,2064.0,1.6049
REGION,SSCO2,2065.0,1.6128
REGION,SSCO2,2066.0,1.6197
REGION,SSCO2,2067.0,1.6191
REGION,SSCO2,2068.0,1.6212
REGION,SSCO2,2069.0,1.6234
REGION,SSCO2,2070.0,1.6311
