r,t,y,AnnualVariableOperatingCost
REGION,EGWA00000X,2055, 1.3469395439981341e-01
REGION,EGWA00000X,2056, 1.3256390190859452e-01
REGION,EGWA00000X,2057, 1.3102643541557479e-01
REGION,EGWA00000X,2058, 1.3015628708942983e-01
REGION,EGWA00000X,2059, 1.3001625630879687e-01
REGION,EGWA00000X,2060, 6.3918261628539463e+00
REGION,EGWA00000X,2061, 6.8730769193177519e+00
REGION,EGWA00000X,2062, 1.2778001168836231e-01
REGION,EGWA00000X,2063, 1.2628547957083178e-01
REGION,EGWA00000X,2064, 1.2484372694434018e-01
REGION,EGWA00000X,2065, 1.2358931465802415e-01
REGION,EGWA00000X,2066, 1.2733181338125243e+00
REGION,EGWA00000X,2067, 1.2330921041228363e-01
REGION,EGWA00000X,2068, 1.9212288552017354e+00
REGION,EGWA00000X,2069, 2.8878009838867613e+00
REGION,EGWA00000X,2070, 3.6233937484220684e+00
REGION,EGFW00P00X,2015, 6.6724616930954014e+01
REGION,EGFW00P00X,2016, 6.6242134652393815e+01
REGION,EGFW00P00X,2017, 6.5759652373833589e+01
REGION,EGFW00P00X,2018, 65.2771700952733
REGION,EGFW00P00X,2019, 64.7946878167131
REGION,EGFW00P00X,2020, 6.4312205538152782e+01
REGION,EGFW00P00X,2021, 6.3265574545523620e+01
REGION,EGFW00P00X,2022, 6.2218943552894508e+01
REGION,EGFW00P00X,2023, 6.1172312560265247e+01
REGION,EGFW00P00X,2024, 6.0125681567635915e+01
REGION,EGFW00P00X,2025, 5.9079050575006576e+01
REGION,EGFW00P00X,2026, 5.8032419582377315e+01
REGION,EGFW00P00X,2027, 5.6985788589748047e+01
REGION,EGFW00P00X,2028, 5.5939157597118793e+01
REGION,EGFW00P00X,2029, 5.4892526604489689e+01
REGION,EGFW00P00X,2030, 74.7785154644453
REGION,EGFW00P00X,2031, 8.4545244664788541e+01
REGION,EGFW00P00X,2032, 9.4311973865131492e+01
REGION,EGFW00P00X,2033, 1.0407870306547463e+02
REGION,EGFW00P00X,2034, 1.1384543226581792e+02
REGION,EGFW00P00X,2035, 1.2361216146616094e+02
REGION,EGFW00P00X,2036, 1.3337889066650442e+02
REGION,EGFW00P00X,2037, 1.4314561986684737e+02
REGION,EGFW00P00X,2038, 1.5291234906719077e+02
REGION,EGFW00P00X,2039, 1.6267907826753373e+02
REGION,EGFW00P00X,2040, 1.7244580746787582e+02
REGION,EGFW00P00X,2041, 1.8918169448938662e+02
REGION,EGFW00P00X,2042, 2.0591758151089687e+02
REGION,EGFW00P00X,2043, 2.2265346853240632e+02
REGION,EGFW00P00X,2044, 2.3938935555391689e+02
REGION,EGFW00P00X,2045, 2.5612524257542606e+02
REGION,EGFW00P00X,2046, 2.7286112959693662e+02
REGION,EGFW00P00X,2047, 2.8959701661844707e+02
REGION,EGFW00P00X,2048, 3.0633290363995729e+02
REGION,EGFW00P00X,2049, 3.2306879066146706e+02
REGION,EGFW00P00X,2050, 3.3980467768297655e+02
REGION,EGFW00P00X,2051, 3.5713471624480809e+02
REGION,EGFW00P00X,2052, 3.7534858677329333e+02
REGION,EGFW00P00X,2053, 3.9449136469873162e+02
REGION,EGFW00P00X,2054, 414.610424298367
REGION,EGFW00P00X,2055, 4.3575555593758378e+02
REGION,EGFW00P00X,2056, 4.5797908929040119e+02
REGION,EGFW00P00X,2057, 4.8133602284421119e+02
REGION,EGFW00P00X,2058, 5.0588416000926640e+02
REGION,EGFW00P00X,2059, 5.3168425216973742e+02
REGION,EGFW00P00X,2060, 5.5880014903039478e+02
REGION,EGFW00P00X,2061, 5.8729895663094555e+02
REGION,EGFW00P00X,2062, 6.1725120341912259e+02
REGION,EGFW00P00X,2063, 6.4873101479349828e+02
REGION,EGFW00P00X,2064, 6.8181629654796757e+02
REGION,EGFW00P00X,2065, 7.1658892767191310e+02
REGION,EGFW00P00X,2066, 7.5313496298318114e+02
REGION,EGFW00P00X,2067, 7.9154484609532426e+02
REGION,EGFW00P00X,2068, 8.3191363324618339e+02
REGION,EGFW00P00X,2069, 8.7434122854173927e+02
REGION,EGFW00P00X,2070, 9.1893263119736969e+02
REGION,EGCO00P00X,2015, 7.9326315789473719e-05
REGION,EGCO00P00X,2016, 7.8884210526315726e-05
REGION,EGCO00P00X,2017, 8.6283549473684137e-05
REGION,EGCO00P00X,2018, 9.4376946414315846e-05
REGION,EGCO00P00X,2019, 1.0322950398797855e-04
REGION,EGCO00P00X,2020, 1.1291243146205148e-04
REGION,EGCO00P00X,2021, 1.1275435405800425e-04
REGION,EGCO00P00X,2022, 1.1259649796232317e-04
REGION,EGCO00P00X,2023, 1.1243886286517585e-04
REGION,EGCO00P00X,2024, 1.1228144845716422e-04
REGION,EGCO00P00X,2025, 1.1212425442932486e-04
REGION,EGCO00P00X,2026, 1.1196728047312321e-04
REGION,EGCO00P00X,2027, 1.1181052628046107e-04
REGION,EGCO00P00X,2028, 1.1165399154366844e-04
REGION,EGCO00P00X,2029, 1.1149767595550738e-04
REGION,EGCO00P00X,2030, 1.1134157920916949e-04
REGION,EGCO00P00X,2031, 1.0627553735515264e-04
REGION,EGCO00P00X,2032, 1.0144000040549296e-04
REGION,EGCO00P00X,2033, 9.6824480387043086e-05
REGION,EGCO00P00X,2034, 9.2418966529432439e-05
REGION,EGCO00P00X,2035, 8.8213903552343287e-05
REGION,EGCO00P00X,2036, 8.42001709407116e-05
REGION,EGCO00P00X,2037, 8.0369063162909476e-05
REGION,EGCO00P00X,2038, 7.6712270788996878e-05
REGION,EGCO00P00X,2039, 7.3221862468097587e-05
REGION,EGCO00P00X,2040, 6.9890267725799561e-05
REGION,EGCO00P00X,2041, 6.7010788695496225e-05
REGION,EGCO00P00X,2042, 6.4249944201241784e-05
REGION,EGCO00P00X,2043, 6.1602846500150653e-05
REGION,EGCO00P00X,2044, 5.9064809224344437e-05
REGION,EGCO00P00X,2045, 5.6631339084301490e-05
REGION,EGCO00P00X,2046, 5.4298127914028220e-05
REGION,EGCO00P00X,2047, 5.2061045043970217e-05
REGION,EGCO00P00X,2048, 4.9916129988158639e-05
REGION,EGCO00P00X,2049, 4.7859585432646537e-05
REGION,EGCO00P00X,2050, 4.5887770512821484e-05
REGION,EGCO00P00X,2051, 4.3997194367693272e-05
REGION,EGCO00P00X,2052, 4.2184509959744322e-05
REGION,EGCO00P00X,2053, 4.0446508149402851e-05
REGION,EGCO00P00X,2054, 3.8780112013647487e-05
REGION,EGCO00P00X,2055, 3.7182371398685376e-05
REGION,EGCO00P00X,2056, 3.5650457697059377e-05
REGION,EGCO00P00X,2057, 3.4181658839940527e-05
REGION,EGCO00P00X,2058, 3.2773374495734953e-05
REGION,EGCO00P00X,2059, 3.1423111466510644e-05
REGION,EGCO00P00X,2060, 3.0128479274090426e-05
REGION,EGCO00P00X,2061, 2.8887185927997902e-05
REGION,EGCO00P00X,2062, 2.7697033867764427e-05
REGION,EGCO00P00X,2063, 2.6555916072412533e-05
REGION,EGCO00P00X,2064, 2.5461812330229056e-05
REGION,EGCO00P00X,2065, 2.4412785662223687e-05
REGION,EGCO00P00X,2066, 2.3406978892940003e-05
REGION,EGCO00P00X,2067, 2.2442611362550953e-05
REGION,EGCO00P00X,2068, 2.1517975774413795e-05
REGION,EGCO00P00X,2069, 2.0631435172508003e-05
REGION,EGCO00P00X,2070, 1.9781420043400635e-05
REGION,EGLF00P00X,2015, 9.3519328269375118e-03
REGION,EGLF00P00X,2016, 9.2126553923250164e-03
REGION,EGLF00P00X,2017, 0.00907337795771251
REGION,EGLF00P00X,2018, 8.9341005231000047e-03
REGION,EGLF00P00X,2019, 8.7948230884875109e-03
REGION,EGLF00P00X,2020, 8.6555456538750138e-03
REGION,EGLF00P00X,2021, 8.7611759357062759e-03
REGION,EGLF00P00X,2022, 8.8668062175375172e-03
REGION,EGLF00P00X,2023, 8.9724364993687619e-03
REGION,EGLF00P00X,2024, 9.0780667812000258e-03
REGION,EGLF00P00X,2025, 9.1836970630312757e-03
REGION,EGLF00P00X,2026, 9.2893273448625274e-03
REGION,EGLF00P00X,2027, 9.3949576266937791e-03
REGION,EGLF00P00X,2028, 9.5005879085250135e-03
REGION,EGLF00P00X,2029, 9.6062181903562721e-03
REGION,EGLF00P00X,2030, 0.00971184847218752
REGION,EGLF00P00X,2031, 9.5141674672312524e-03
REGION,EGLF00P00X,2032, 0.009316486462275
REGION,EGLF00P00X,2033, 9.1188054573187391e-03
REGION,EGLF00P00X,2034, 8.9211244523624972e-03
REGION,EGLF00P00X,2035, 8.7234434474062570e-03
REGION,EGLF00P00X,2036, 8.5257624424499925e-03
REGION,EGLF00P00X,2037, 8.3280814374937420e-03
REGION,EGLF00P00X,2038, 8.1304004325375157e-03
REGION,EGLF00P00X,2039, 7.9327194275812547e-03
REGION,EGLF00P00X,2040, 7.7350384226250015e-03
REGION,EGLF00P00X,2041, 0.00740810622422812
REGION,EGLF00P00X,2042, 7.0811740258312546e-03
REGION,EGLF00P00X,2043, 6.7542418274343886e-03
REGION,EGLF00P00X,2044, 6.4273096290374991e-03
REGION,EGLF00P00X,2045, 6.1003774306406409e-03
REGION,EGLF00P00X,2046, 5.7734452322437419e-03
REGION,EGLF00P00X,2047, 5.4465130338468689e-03
REGION,EGLF00P00X,2048, 5.1195808354499951e-03
REGION,EGLF00P00X,2049, 4.7926486370531221e-03
REGION,EGLF00P00X,2050, 4.4657164386562587e-03
REGION,EGLF00P00X,2051, 4.2067048852141853e-03
REGION,EGLF00P00X,2052, 3.9627160018717656e-03
REGION,EGLF00P00X,2053, 3.7328784737631964e-03
REGION,EGLF00P00X,2054, 3.5163715222849379e-03
REGION,EGLF00P00X,2055, 3.3124219739924074e-03
REGION,EGLF00P00X,2056, 3.1203014995008498e-03
REGION,EGLF00P00X,2057, 2.9393240125298007e-03
REGION,EGLF00P00X,2058, 2.7688432198030742e-03
REGION,EGLF00P00X,2059, 2.6082503130544958e-03
REGION,EGLF00P00X,2060, 2.4569717948973342e-03
REGION,EGLF00P00X,2061, 2.3144674307932819e-03
REGION,EGLF00P00X,2062, 2.1802283198072742e-03
REGION,EGLF00P00X,2063, 2.0537750772584534e-03
REGION,EGLF00P00X,2064, 1.9346561227774639e-03
REGION,EGLF00P00X,2065, 1.8224460676563668e-03
REGION,EGLF00P00X,2066, 1.7167441957323061e-03
REGION,EGLF00P00X,2067, 1.6171730323798323e-03
REGION,EGLF00P00X,2068, 1.5233769965018005e-03
REGION,EGLF00P00X,2069, 1.4350211307046952e-03
REGION,EGLF00P00X,2070, 0.00135178990512382
REGION,EGHF00P00X,2015, 2.9532419453486888e-03
REGION,EGHF00P00X,2016, 2.9092595975763183e-03
REGION,EGHF00P00X,2017, 2.8652772498039521e-03
REGION,EGHF00P00X,2018, 2.8212949020315829e-03
REGION,EGHF00P00X,2019, 2.7773125542592154e-03
REGION,EGHF00P00X,2020, 2.7333302064868475e-03
REGION,EGHF00P00X,2021, 0.00276668713759145
REGION,EGHF00P00X,2022, 2.8000440686960573e-03
REGION,EGHF00P00X,2023, 2.8334009998006570e-03
REGION,EGHF00P00X,2024, 2.8667579309052714e-03
REGION,EGHF00P00X,2025, 2.9001148620098815e-03
REGION,EGHF00P00X,2026, 2.9334717931144803e-03
REGION,EGHF00P00X,2027, 2.9668287242190896e-03
REGION,EGHF00P00X,2028, 3.0001856553236897e-03
REGION,EGHF00P00X,2029, 3.0335425864282993e-03
REGION,EGHF00P00X,2030, 3.0668995175328986e-03
REGION,EGHF00P00X,2031, 0.0030044739370204
REGION,EGHF00P00X,2032, 2.9420483565078949e-03
REGION,EGHF00P00X,2033, 2.8796227759953896e-03
REGION,EGHF00P00X,2034, 2.8171971954828955e-03
REGION,EGHF00P00X,2035, 2.7547716149704006e-03
REGION,EGHF00P00X,2036, 2.6923460344578953e-03
REGION,EGHF00P00X,2037, 2.6299204539454047e-03
REGION,EGHF00P00X,2038, 2.5674948734328950e-03
REGION,EGHF00P00X,2039, 0.0025050692929204
REGION,EGHF00P00X,2040, 2.4426437124078948e-03
REGION,EGHF00P00X,2041, 2.3394019655457268e-03
REGION,EGHF00P00X,2042, 2.2361602186835583e-03
REGION,EGHF00P00X,2043, 2.1329184718213794e-03
REGION,EGHF00P00X,2044, 2.0296767249592109e-03
REGION,EGHF00P00X,2045, 1.9264349780970425e-03
REGION,EGHF00P00X,2046, 1.8231932312348634e-03
REGION,EGHF00P00X,2047, 1.7199514843726951e-03
REGION,EGHF00P00X,2048, 1.6167097375105269e-03
REGION,EGHF00P00X,2049, 1.5134679906483582e-03
REGION,EGHF00P00X,2050, 1.4102262437861788e-03
REGION,EGHF00P00X,2051, 1.3284331216465897e-03
REGION,EGHF00P00X,2052, 1.2513840005910842e-03
REGION,EGHF00P00X,2053, 1.1788037285568001e-03
REGION,EGHF00P00X,2054, 1.1104331123005056e-03
REGION,EGHF00P00X,2055, 1.0460279917870771e-03
REGION,EGHF00P00X,2056, 9.8535836826342668e-04
REGION,EGHF00P00X,2057, 9.2820758290414738e-04
REGION,EGHF00P00X,2058, 8.7437154309570652e-04
REGION,EGHF00P00X,2059, 8.2365799359615576e-04
REGION,EGHF00P00X,2060, 7.7588582996757907e-04
REGION,EGHF00P00X,2061, 7.3088445182945894e-04
REGION,EGHF00P00X,2062, 6.8849315362335057e-04
REGION,EGHF00P00X,2063, 6.4856055071319592e-04
REGION,EGHF00P00X,2064, 6.1094403877183056e-04
REGION,EGHF00P00X,2065, 5.7550928452306438e-04
REGION,EGHF00P00X,2066, 5.4212974602072645e-04
REGION,EGHF00P00X,2067, 5.1068622075152426e-04
REGION,EGHF00P00X,2068, 4.8106641994793590e-04
REGION,EGHF00P00X,2069, 4.5316456759095588e-04
REGION,EGHF00P00X,2070, 4.2688102267068011e-04
REGION,EGNG00P00X,2015, 5.5999474319901269e-03
REGION,EGNG00P00X,2016, 5.7503621815460865e-03
REGION,EGNG00P00X,2017, 5.9007769311019689e-03
REGION,EGNG00P00X,2018, 6.0511916806578964e-03
REGION,EGNG00P00X,2019, 6.2016064302138109e-03
REGION,EGNG00P00X,2020, 6.3520211797697731e-03
REGION,EGNG00P00X,2021, 6.3508043479810787e-03
REGION,EGNG00P00X,2022, 6.3495875161924328e-03
REGION,EGNG00P00X,2023, 0.00634837068440378
REGION,EGNG00P00X,2024, 6.3471538526151273e-03
REGION,EGNG00P00X,2025, 6.3459370208264875e-03
REGION,EGNG00P00X,2026, 6.3447201890378330e-03
REGION,EGNG00P00X,2027, 6.3435033572491733e-03
REGION,EGNG00P00X,2028, 6.3422865254605214e-03
REGION,EGNG00P00X,2029, 6.3410696936718677e-03
REGION,EGNG00P00X,2030, 6.3398528618832158e-03
REGION,EGNG00P00X,2031, 6.3243345014555837e-03
REGION,EGNG00P00X,2032, 0.00630881614102796
REGION,EGNG00P00X,2033, 6.2932977806003272e-03
REGION,EGNG00P00X,2034, 6.2777794201726968e-03
REGION,EGNG00P00X,2035, 6.2622610597450985e-03
REGION,EGNG00P00X,2036, 6.2467426993174681e-03
REGION,EGNG00P00X,2037, 6.2312243388898030e-03
REGION,EGNG00P00X,2038, 6.2157059784621708e-03
REGION,EGNG00P00X,2039, 6.2001876180345456e-03
REGION,EGNG00P00X,2040, 6.1846692576069057e-03
REGION,EGNG00P00X,2041, 6.0741644215707271e-03
REGION,EGNG00P00X,2042, 5.9636595855345380e-03
REGION,EGNG00P00X,2043, 5.8531547494983585e-03
REGION,EGNG00P00X,2044, 5.7426499134621695e-03
REGION,EGNG00P00X,2045, 5.6321450774259908e-03
REGION,EGNG00P00X,2046, 0.0055216402413898
REGION,EGNG00P00X,2047, 5.4111354053536214e-03
REGION,EGNG00P00X,2048, 5.3006305693174428e-03
REGION,EGNG00P00X,2049, 5.1901257332812624e-03
REGION,EGNG00P00X,2050, 5.0796208972450768e-03
REGION,EGNG00P00X,2051, 4.9768093702848345e-03
REGION,EGNG00P00X,2052, 4.8760787486302783e-03
REGION,EGNG00P00X,2053, 4.7773869147579931e-03
REGION,EGNG00P00X,2054, 4.6806926036032986e-03
REGION,EGNG00P00X,2055, 4.5859553853063607e-03
REGION,EGNG00P00X,2056, 4.4931356483077613e-03
REGION,EGNG00P00X,2057, 4.4021945827860138e-03
REGION,EGNG00P00X,2058, 4.3130941644304258e-03
REGION,EGNG00P00X,2059, 4.2257971385423520e-03
REGION,EGNG00P00X,2060, 4.1402670044582571e-03
REGION,EGNG00P00X,2061, 4.0564680002880254e-03
REGION,EGNG00P00X,2062, 3.9743650879621893e-03
REGION,EGNG00P00X,2063, 3.8939239385818313e-03
REGION,EGNG00P00X,2064, 3.8151109180649370e-03
REGION,EGNG00P00X,2065, 3.7378930730833041e-03
REGION,EGNG00P00X,2066, 3.6622381172840947e-03
REGION,EGNG00P00X,2067, 3.5881144177902736e-03
REGION,EGNG00P00X,2068, 3.5154909819741890e-03
REGION,EGNG00P00X,2069, 3.4443374444990318e-03
REGION,EGNG00P00X,2070, 3.3746240546223792e-03
REGION,EGBM00X00X,2015, 1.3955987522329161e+02
REGION,EGBM00X00X,2016, 1.4856785620927485e+02
REGION,EGBM00X00X,2017, 1.4783122785445894e+02
REGION,EGBM00X00X,2018, 1.4693173214228230e+02
REGION,EGBM00X00X,2019, 146.159760496586
REGION,EGBM00X00X,2020, 1.4538778885088945e+02
REGION,EGBM00X00X,2021, 1.6122790427343750e+02
REGION,EGBM00X00X,2022, 176.886746565017
REGION,EGBM00X00X,2023, 1.8863708307998547e+02
REGION,EGBM00X00X,2024, 2.0029254003801168e+02
REGION,EGBM00X00X,2025, 2.0449829937024282e+02
REGION,EGBM00X00X,2026, 2.1596669662070656e+02
REGION,EGBM00X00X,2027, 2.2734289102463785e+02
REGION,EGBM00X00X,2028, 2.3862775242021138e+02
REGION,EGBM00X00X,2029, 2.4982213973854056e+02
REGION,EGBM00X00X,2030, 2.9441909293823466e+02
REGION,EGBM00X00X,2031, 308.574715322049
REGION,EGBM00X00X,2032, 3.2273033770586017e+02
REGION,EGBM00X00X,2033, 3.3688596008966766e+02
REGION,EGBM00X00X,2034, 3.5104158247348613e+02
REGION,EGBM00X00X,2035, 3.6519720485729863e+02
REGION,EGBM00X00X,2036, 3.8082397157784760e+02
REGION,EGBM00X00X,2037, 3.9645073829839725e+02
REGION,EGBM00X00X,2038, 4.1207750501894566e+02
REGION,EGBM00X00X,2039, 4.2770427173949520e+02
REGION,EGBM00X00X,2040, 4.4333103846004303e+02
REGION,EGBM00X00X,2041, 4.8477269769445888e+02
REGION,EGBM00X00X,2042, 5.2621435692887644e+02
REGION,EGBM00X00X,2043, 5.6032389616329169e+02
REGION,EGBM00X00X,2044, 5.8710131539770873e+02
REGION,EGBM00X00X,2045, 613.878734632123
REGION,EGBM00X00X,2046, 6.4065615386653951e+02
REGION,EGBM00X00X,2047, 6.6743357310095621e+02
REGION,EGBM00X00X,2048, 6.9421099233537143e+02
REGION,EGBM00X00X,2049, 7.2098841156978744e+02
REGION,EGBM00X00X,2050, 7.4776583080420335e+02
REGION,EGBM00X00X,2051, 7.9015813250313386e+02
REGION,EGBM00X00X,2052, 833.96456534871
REGION,EGBM00X00X,2053, 8.7192513002941212e+02
REGION,EGBM00X00X,2054, 9.0801288766235871e+02
REGION,EGBM00X00X,2055, 9.4574236055864844e+02
REGION,EGBM00X00X,2056, 9.7545412051284870e+02
REGION,EGBM00X00X,2057, 1.0167224764724750e+03
REGION,EGBM00X00X,2058, 1.0598967582101086e+03
REGION,EGBM00X00X,2059, 1.1050741679403966e+03
REGION,EGBM00X00X,2060, 1.1523568651909857e+03
REGION,EGBM00X00X,2061, 1.1979549573518634e+03
REGION,EGBM00X00X,2062, 1.2459631035036996e+03
REGION,EGBM00X00X,2063, 1.3002280639762371e+03
REGION,EGBM00X00X,2064, 1.3570617770569206e+03
REGION,EGBM00X00X,2065, 1.4165952491287724e+03
REGION,EGBM00X00X,2066, 1.4789661679003389e+03
REGION,EGBM00X00X,2067, 1.5443192431532991e+03
REGION,EGBM00X00X,2068, 1.6128065648682129e+03
REGION,EGBM00X00X,2069, 1.6806907173411023e+03
REGION,EGBM00X00X,2070, 1.7520369615901081e+03
REGION,EGCO00I00X,2027, 6.4402745160117519e+01
REGION,EGCO00I00X,2028, 6.4592810429385338e+01
REGION,EGCO00I00X,2029, 64.7822172865187
REGION,EGCO00I00X,2030, 6.4970967202543392e+01
REGION,EGCO00I00X,2031, 6.2148153330730707e+01
REGION,EGCO00I00X,2032, 5.9447709376401669e+01
REGION,EGCO00I00X,2033, 3.3412322526149552e+02
REGION,EGCO00I00X,2034, 1.0289665322417177e+03
REGION,EGCO00I00X,2035, 1.0262074224995667e+03
REGION,EGCO00I00X,2036, 6.9693194806654674e+02
REGION,EGCO00I00X,2037, 5.7235452005716968e+02
REGION,EGCO00I00X,2038, 6.0165222385710206e+02
REGION,EGCO00I00X,2039, 627.475330863263
REGION,EGCO00I00X,2040, 6.5678265346106980e+02
REGION,EGCO00I00X,2041, 5.4288643986170666e+02
REGION,EGCO00I00X,2042, 3.9294713337243638e+02
REGION,EGCO00I00X,2043, 5.0895928937844872e+02
REGION,EGCO00I00X,2044, 4.1953645729416536e+02
REGION,EGCO00I00X,2045, 3.9210946907097184e+02
REGION,EGCO00I00X,2046, 3.5717039488375559e+02
REGION,EGCO00I00X,2047, 1.0566519012662636e+02
REGION,EGCO00I00X,2048, 6.4083325810631868e+02
REGION,EGCO00I00X,2049, 517.533942722418
REGION,EGCO00I00X,2050, 4.2852063899954533e+02
REGION,EGCO00I00X,2051, 3.8909929525886309e+02
REGION,EGCO00I00X,2052, 3.5999835856795175e+02
REGION,EGCO00I00X,2053, 3.1223841905989065e+02
REGION,EGCO00I00X,2054, 2.4721761553500784e+02
REGION,EGCO00I00X,2055, 1.8734335071656238e+02
REGION,EGCO00I00X,2056, 2.1068889524367414e+01
REGION,EGCO00I00X,2057, 2.0203377012072277e+01
REGION,EGCO00I00X,2058, 19.373419554956
REGION,EGCO00I00X,2059, 1.8577556572030730e+01
REGION,EGCO00I00X,2060, 1.7814387481609174e+01
REGION,EGCO00I00X,2061, 1.7082569236610713e+01
REGION,EGCO00I00X,2062, 1.6380813961113365e+01
REGION,EGCO00I00X,2063, 1.5707886683991983e+01
REGION,EGCO00I00X,2064, 1.5062603165655204e+01
REGION,EGCO00I00X,2065, 1.4443827814056586e+01
REGION,EGCO00I00X,2066, 1.3850471686312101e+01
REGION,EGCO00I00X,2067, 1.3281490572409185e+01
REGION,EGCO00I00X,2068, 1.2735883157632527e+01
REGION,EGCO00I00X,2069, 1.2212689260476347e+01
REGION,EGCO00I00X,2070, 1.1710988142938668e+01
REGION,EGCO00X00X,2015, 3.6071748414239991e+01
REGION,EGCO00X00X,2016, 3.6428084729781290e+01
REGION,EGCO00X00X,2017, 5.7464627458146666e+01
REGION,EGCO00X00X,2018, 5.6732218844143958e+01
REGION,EGCO00X00X,2019, 6.1493088761117747e+01
REGION,EGCO00X00X,2020, 6.4485845965762223e+01
REGION,EGCO00X00X,2021, 6.3144380622498943e+01
REGION,EGCO00X00X,2022, 6.1821198158214749e+01
REGION,EGCO00X00X,2023, 6.0515934561404805e+01
REGION,EGCO00X00X,2024, 59.2282343593437
REGION,EGCO00X00X,2025, 8.3202590042747033e+02
REGION,EGCO00X00X,2026, 3.5785154621632529e+02
REGION,EGLF00I00X,2027, 1.0994212067603557e+03
REGION,EGLF00I00X,2028, 3.2105772815100304e+03
REGION,EGLF00I00X,2029, 5.3508394712114768e+03
REGION,EGLF00I00X,2030, 7.5180199488923754e+03
REGION,EGLF00I00X,2031, 1.6638547416728223e+04
REGION,EGLF00I00X,2032, 1.6735256405099262e+04
REGION,EGLF00I00X,2033, 1.6653443114637565e+04
REGION,EGLF00I00X,2034, 1.6557987539560883e+04
REGION,EGLF00I00X,2035, 1.6448889679869175e+04
REGION,EGLF00I00X,2036, 1.6265002908088263e+04
REGION,EGLF00I00X,2037, 1.6070505470495607e+04
REGION,EGLF00I00X,2038, 1.5865397367091291e+04
REGION,EGLF00I00X,2039, 1.5649678597875189e+04
REGION,EGLF00I00X,2040, 1.5423349162847388e+04
REGION,EGLF00I00X,2041, 1.4791265837146570e+04
REGION,EGLF00I00X,2042, 1.4157184732019197e+04
REGION,EGLF00I00X,2043, 1.3521105847465255e+04
REGION,EGLF00I00X,2044, 1.2883029183484696e+04
REGION,EGLF00I00X,2045, 1.2242954740077565e+04
REGION,EGLF00I00X,2046, 1.1600882517243785e+04
REGION,EGLF00I00X,2047, 1.0956812514983496e+04
REGION,EGLF00I00X,2048, 1.0310744733296620e+04
REGION,EGLF00I00X,2049, 9.6626791721831651e+03
REGION,EGLF00I00X,2050, 9012.61583164312
REGION,EGLF00I00X,2051, 8.5040797616122254e+03
REGION,EGLF00I00X,2052, 8.0237817115608905e+03
REGION,EGLF00I00X,2053, 7.5701243859862625e+03
REGION,EGLF00I00X,2054, 7.1416006923734085e+03
REGION,EGLF00I00X,2055, 6.7367886509506789e+03
REGION,EGLF00I00X,2056, 6.3543465914707822e+03
REGION,EGLF00I00X,2057, 5.9930086208458024e+03
REGION,EGLF00I00X,2058, 5.6515803463754955e+03
REGION,EGLF00I00X,2059, 5.3289348401667294e+03
REGION,EGLF00I00X,2060, 5.0240088311527124e+03
REGION,EGLF00I00X,2061, 4.7403525537266787e+03
REGION,EGLF00I00X,2062, 4.4724794965017654e+03
REGION,EGLF00I00X,2063, 4.2194965989113043e+03
REGION,EGLF00I00X,2064, 3.9805612553659753e+03
REGION,EGLF00I00X,2065, 3.7548784667322057e+03
